Date,nps,Comment
16/02/2023 19:19,10,rapido y claro
16/02/2023 19:19,9,Rapido y seguro!
16/02/2023 19:08,10,Buen servicio
16/02/2023 19:03,10,Solo me llevo un par de segundos hacer el check in!
16/02/2023 19:01,10,muy sencillo
16/02/2023 18:48,10,BUENA APLICACION
16/02/2023 18:44,10,Muy Intuitivo
16/02/2023 18:39,10,RAPIDO
16/02/2023 18:39,10,muy rapido
16/02/2023 18:35,9,Puedes llegar con menos tiempo de espera
16/02/2023 18:35,10,RAPIDO Y COMODO
16/02/2023 18:32,10,si
16/02/2023 18:27,10,por buen servicio
16/02/2023 18:26,9,Sencillo y rápido
16/02/2023 18:16,10,Por lo sencillo y rápido que es
16/02/2023 18:14,10,todo bien
16/02/2023 18:13,10,siii
16/02/2023 18:10,10,GRACIAS
16/02/2023 18:04,10,ggggg
16/02/2023 18:03,10,POR TODO
16/02/2023 18:02,10,Comodidad y rapidez
16/02/2023 17:57,10,Es rápido
16/02/2023 17:57,9,Página amigable
16/02/2023 17:56,10,Proceso facil.
16/02/2023 17:47,10,FACIL Y RAPIDO
16/02/2023 17:42,10,agil y rapido
16/02/2023 17:34,9,BUENA ATENCIÓN
16/02/2023 17:30,9,facil de usa
16/02/2023 17:27,10,muy rápido y facil
16/02/2023 17:24,10,EXCENTE PLATAFORMA MUY FACIL DE USAR Y BUEN PRECIO!
16/02/2023 17:20,10,es muy practico
16/02/2023 17:16,10,g
16/02/2023 17:13,10,MUY BUEN SERVICIO
16/02/2023 17:12,10,es simple y rapido
16/02/2023 17:10,9,MUY BIEN
16/02/2023 17:09,9,no esta confuso
16/02/2023 17:08,10,MUY RAPIDO
16/02/2023 17:08,10,sencillez
16/02/2023 17:07,10,rapidez
16/02/2023 17:02,10,por servicio
16/02/2023 16:58,10,Rápido y sencillo
16/02/2023 16:56,10,es muy rapido
16/02/2023 16:48,10,rapido
16/02/2023 16:47,10,RÁPIDO Y FÁCIL. MUY ACCESIBLE
16/02/2023 16:41,10,ES MI LINEA DE SIEMPRE Y SIN NINGUN CONTRATIEMPO
16/02/2023 16:38,10,ES RAPIDO
16/02/2023 16:38,9,Es muy cómodo y fácil
16/02/2023 16:28,10,ES FACIL
16/02/2023 16:26,10,facil y rapido
16/02/2023 16:25,10,muy rapido y como
16/02/2023 16:20,10,excelente servicio
16/02/2023 16:20,10,rAPIDO
16/02/2023 16:16,10,por su colaboración y apoyo ante el cese de operaciones de Aeromar ¡Muchísimas gracias!
16/02/2023 16:09,9,El sitio es razonablemente amigable
16/02/2023 16:04,10,parece que es rapido y facil.
16/02/2023 16:04,10,MUY BUEN SERVICIO
16/02/2023 16:02,10,"facil de usar, interfaz amigable"
16/02/2023 15:52,9,"facil, rapido y entendible"
16/02/2023 15:42,9,facilidad
16/02/2023 15:37,10,a ustedes
16/02/2023 15:33,10,rapido y sencillo de realizar
16/02/2023 15:33,10,todo ok
16/02/2023 15:29,10,por su excelencia
16/02/2023 15:29,9,"porque nunca he tenido problemas con ustedes, son muy eficientes."
16/02/2023 15:23,10,Por el buen servicio
16/02/2023 15:21,10,por que es fácil y rápido!
16/02/2023 14:58,10,Buen servicio
16/02/2023 14:55,10,pasos sencillos y recordatorio por correo
16/02/2023 14:51,10,He utilizado esta aerolinea y es muy amable el personal.
16/02/2023 14:51,10,FACIL Y RAPIDO
16/02/2023 14:48,10,buen servicio !
16/02/2023 14:48,9,EFICIENCIA
16/02/2023 14:44,10,Por que son excelente compania.
16/02/2023 14:38,10,por la facilidad de buscar vuelos la planeacion de su web es muy facil de manejar y eso simplifica mucho en todo
16/02/2023 14:12,10,CALIDAD EN EL SERVICIO
16/02/2023 14:04,10,exelente servicio
16/02/2023 13:33,9,Servicio
16/02/2023 13:27,9,es rapido y seguro
16/02/2023 13:25,10,PRECIO
16/02/2023 12:23,10,gracias
16/02/2023 08:40,10,FACIL de hacer
16/02/2023 06:48,10,"me gusta que se pueden hacer cambios en los vuelos sin cobrar. Es genial, tener tres cambios sin cobrar. Gracias."
16/02/2023 06:44,10,Muy facil
16/02/2023 05:50,10,muy buena
16/02/2023 05:47,10,excelente
16/02/2023 05:47,10,ES SUMAMENTE SENCILLO Y RAPIDO
16/02/2023 05:44,10,"rapidez y ´plataforma m,uy amigable"
16/02/2023 05:41,10,fue sencillo
16/02/2023 05:38,10,agilizas movimientos y tiempos
16/02/2023 05:33,10,es más fácil y rápido
16/02/2023 05:16,10,SEGURO Y EFICAZ
16/02/2023 05:15,10,Fue muy facil y accesible el proceso.
16/02/2023 05:00,9,portal amigable
16/02/2023 04:56,10,rapidez
16/02/2023 04:42,10,Efiiciente
16/02/2023 04:06,10,es muy facil
16/02/2023 03:44,10,facil de utilizar
16/02/2023 03:43,10,buen serbicio
16/02/2023 03:33,10,PLATAFORMA MUY AMIGABLE
16/02/2023 03:32,10,OK
16/02/2023 03:20,9,por la facilidad para realizarlo
16/02/2023 03:15,10,bien
16/02/2023 03:09,9,muy agil
16/02/2023 03:05,9,por eficientes
16/02/2023 03:02,10,Es accesible y rapido
16/02/2023 03:00,10,Fácil y rápido
16/02/2023 03:00,10,UN PLACER
16/02/2023 02:55,10,TODO MUY BIEN
16/02/2023 02:48,10,GRACIAS
16/02/2023 02:47,10,MUY BUEN SERVICIO
16/02/2023 02:41,10,Por la forma tan sencilla de realizarla
16/02/2023 02:25,10,Me gusta la facilidad de la pagina
16/02/2023 02:16,10,Muy sencillo.
16/02/2023 02:16,10,destinos
16/02/2023 01:46,10,"ES FACIL, RAPIDO Y SUPER OPTIMIZANTE PARA TIEMPOS"
16/02/2023 01:36,10,A mi tio
16/02/2023 01:35,10,POR LOS HORARIOS
16/02/2023 01:28,10,muy sencillo y rapido
16/02/2023 01:21,10,fue rapido  facil
16/02/2023 01:18,10,FACIL
16/02/2023 01:08,10,todo ok
16/02/2023 01:00,10,PAGINA FACIL DE NAVEGAR
16/02/2023 00:59,10,SU PAGINA ES MUY NOBLE
16/02/2023 00:59,9,es muy amigable
16/02/2023 00:48,10,Está fácil
16/02/2023 00:47,10,muy eficiente
16/02/2023 00:46,10,amables
16/02/2023 00:42,10,Por ser la mejor opcion
16/02/2023 00:31,10,Es bastante economico y tiene disponibilidad
16/02/2023 00:30,10,Porque es muy facil
16/02/2023 00:11,10,PRACTICIDAD.
15/02/2023 23:54,10,eficiente
15/02/2023 23:54,10,.
15/02/2023 23:49,10,BUEN SERVICIO
15/02/2023 23:48,10,muy rápido
15/02/2023 23:45,9,RAPIDEZ
15/02/2023 23:38,10,EFICIENTE
15/02/2023 23:36,10,MUY RAPIDO
15/02/2023 23:32,10,rapidez
15/02/2023 23:19,10,..................
15/02/2023 23:04,9,es bueno
15/02/2023 22:54,10,POR ECONOMICO
15/02/2023 22:47,10,por practica
15/02/2023 22:37,10,me parece excelente
15/02/2023 22:35,10,Rápido y amigable
15/02/2023 22:34,10,si
15/02/2023 22:23,10,Es la primera vez que voy a viajas en esta linea y quiero que mi experiencia sea la mejor
15/02/2023 22:15,10,Muy facil
15/02/2023 22:13,10,Es muy facil y agil el proceso
15/02/2023 22:03,10,por lo factible
15/02/2023 21:55,9,ES BASTANTE INTUITIVO
15/02/2023 21:53,10,"sumamente ágil, y sin mucha carga de información no útil"
15/02/2023 21:47,10,Muy práctico y ágil
15/02/2023 21:47,10,es muy facil la informacion
15/02/2023 21:44,9,es agil y rapido el proceso
15/02/2023 21:42,9,MUY EFICIENTE
15/02/2023 21:39,10,TODO CORRECTO
15/02/2023 21:31,9,Me ha sido facil el registrarme
15/02/2023 21:23,10,buemnas ofertas y raPIDES EN SU PAGINA
15/02/2023 21:09,10,son buenos
15/02/2023 20:57,10,PROCESO SENCILLO
15/02/2023 20:55,10,muy bueno
15/02/2023 20:53,10,na
15/02/2023 20:48,10,Buen servicio
15/02/2023 20:38,10,faCIL Y RAPIDO
15/02/2023 20:36,10,"Rápido, cómod y eficaz."
15/02/2023 20:32,10,excelente
15/02/2023 20:27,10,muy buenos precios
15/02/2023 20:26,10,POR SU EXCELETE SERVICIO
15/02/2023 20:25,10,Rapido
15/02/2023 20:11,10,POR LA RAPIDEZ Y SENCILLEZ DE OBTENER EL PASE
15/02/2023 20:04,10,ALGO MUY SENCILLO Y PRACTICO
15/02/2023 20:02,10,AGIL Y DINAMICO
15/02/2023 20:00,9,Demasiada información extra que te confunde
15/02/2023 19:56,10,buenos
15/02/2023 19:42,10,Muy facil hacer el proceso
15/02/2023 19:39,10,POR BUEN SERVICIO
15/02/2023 19:34,10,rapido y facil de usar
15/02/2023 19:19,10,Está ágil. Gracias.
15/02/2023 19:15,10,muy facil de hacer
15/02/2023 19:14,10,son muy buena aerolinea
15/02/2023 19:12,10,Es rápido y sencillo
15/02/2023 19:08,10,top
15/02/2023 18:59,10,efectivo
15/02/2023 18:51,10,GRACIAS
15/02/2023 18:50,10,es facil y sencillo hacer el procedimiento
15/02/2023 18:49,10,.
15/02/2023 18:44,10,Es facil y rapido
15/02/2023 18:40,10,FACIL DE NAVEGAR
15/02/2023 18:40,10,Facilidad
15/02/2023 18:36,10,por el servicio
15/02/2023 18:24,10,ágil y rápido
15/02/2023 18:13,10,todo excelente
15/02/2023 18:02,10,EXCELENTE SERVICIO
15/02/2023 17:59,10,BUENAS TARIFAS Y HORARIOS
15/02/2023 17:50,10,ES MUY FACIL Y RAPIDO
15/02/2023 17:46,10,EFICIENCIA Y RAPIDEZ
15/02/2023 17:43,9,SI
15/02/2023 17:39,10,AGIL Y RAPIDO
15/02/2023 17:38,10,es facil y muy entendible
15/02/2023 17:32,10,RAPIDEZ Y EFICIENCIA
15/02/2023 17:32,9,por los precios accesibles
15/02/2023 17:31,10,que haya mas accesibilidad para cambiar vuelos desde tarifa cero
15/02/2023 17:27,9,Muy ágil
15/02/2023 17:26,10,comodo
15/02/2023 17:08,10,muy sensillo
15/02/2023 17:07,10,es rapido
15/02/2023 17:01,10,Muy sencillo
15/02/2023 16:58,9,en movil esta limitado el uso de aplicacion
15/02/2023 16:54,10,por excelencia
15/02/2023 16:47,10,es muy rapido
15/02/2023 16:47,10,buen servicio
15/02/2023 16:47,9,Es claro y rápido
15/02/2023 16:46,9,facilidad
15/02/2023 16:44,9,muy agil el servicio
15/02/2023 16:42,10,por bellos
15/02/2023 16:28,10,Fácil aplicacion
15/02/2023 16:21,10,Por su excelente servicio.
15/02/2023 15:59,10,Excelente atención!
15/02/2023 15:55,10,Es muy sencilla y fácil de entender
15/02/2023 15:50,10,Muy sencillo y rápido
15/02/2023 15:43,10,Por que es muy ágil su sitio
15/02/2023 15:39,10,Excelente
15/02/2023 15:38,10,es muy facil
15/02/2023 15:32,9,buen servicio
15/02/2023 15:24,9,Muy facil de usar
15/02/2023 15:22,10,rapido
15/02/2023 15:20,9,ahorra tiempo
15/02/2023 15:20,9,si
15/02/2023 15:10,10,MUY ENTENDIBLE
15/02/2023 15:05,9,Por que facilita el proceso
15/02/2023 14:57,10,Es sencillo de realizar
15/02/2023 14:57,10,Buen servicio
15/02/2023 14:53,10,por practicidad
15/02/2023 14:52,10,Es fácil y rápido de realizar.
15/02/2023 14:34,10,muy facil el proceso
15/02/2023 14:27,10,Es muy fácil y sencillo.
15/02/2023 14:18,10,facil
15/02/2023 14:10,10,Facilidad de uso
15/02/2023 14:05,10,Facil y rápido
15/02/2023 14:01,10,EXCELENTE SERVICIO
15/02/2023 11:13,9,para eviat filas
15/02/2023 11:12,9,por su organizacion
15/02/2023 06:02,10,PORQUE ES LO MAS PRACTICO
15/02/2023 06:00,10,muy amigable
15/02/2023 05:50,9,Fácil y rápido.
15/02/2023 05:33,9,VUELO ECONOMICO
15/02/2023 04:53,10,.
15/02/2023 04:31,10,"Facil, amigable y explicativo"
15/02/2023 04:15,10,Es bueno
15/02/2023 04:11,10,facil de usar
15/02/2023 03:44,10,AMIGABLE
15/02/2023 03:29,10,simplicidad
15/02/2023 03:04,10,FÁCIL DE COMPRAR EN LINEA Y VUELOS A BUEN PRECIO
15/02/2023 02:57,10,por hacer sencillo el proceso
15/02/2023 02:57,10,Muy buena pagina
15/02/2023 02:47,9,buena
15/02/2023 02:47,10,Es muy fácil y sencillo
15/02/2023 02:19,9,ES VERSATIL LA OPERACION
15/02/2023 02:18,10,EFICIENTE
15/02/2023 02:15,10,.
15/02/2023 01:48,10,Porque fue fácil y rápido
15/02/2023 01:48,10,Muy fácil
15/02/2023 01:43,10,me ahorra tiempo
15/02/2023 01:29,9,RAPIDEZ
15/02/2023 01:28,10,muy fácil
15/02/2023 01:19,10,Excelente tarifa
15/02/2023 01:06,10,excelente linea
15/02/2023 00:37,10,Si eso es todo creo que estuvo fácil
15/02/2023 00:35,10,por la agilidad de atencion
15/02/2023 00:33,9,Muy ágil
15/02/2023 00:33,10,ok
15/02/2023 00:27,10,faciidad  de uso
15/02/2023 00:17,9,precios bajos
15/02/2023 00:17,10,USTEDES TIENEN LA OPCION DE ELEGIR ASIENTOS SIN COSTO Y CON ANTICIPACION
15/02/2023 00:09,9,Es muy sencillo y claro el proceso
15/02/2023 00:04,10,RAPIDO
14/02/2023 23:40,10,Rapidez
14/02/2023 23:33,10,facilidad y disponibilidad
14/02/2023 23:16,10,ES FACIL DE USAR
14/02/2023 23:09,9,RAPIDO Y SENCILLO
14/02/2023 23:08,10,Facilidad
14/02/2023 23:08,10,Rapido
14/02/2023 23:05,10,Muy sencillo.
14/02/2023 23:03,10,todo bien
14/02/2023 22:55,10,muy facil
14/02/2023 22:44,9,es rapidoel tramite
14/02/2023 22:44,10,rapidez
14/02/2023 22:44,9,SERVICIO Y COSTO
14/02/2023 22:40,9,FACIL
14/02/2023 22:36,10,agilizar tiempos previo al vuelo siempre es util
14/02/2023 22:34,9,VUELOS DE UNA SOLA RUTA
14/02/2023 22:22,9,BUENA
14/02/2023 21:54,10,xxxx
14/02/2023 21:54,10,AUNQUE CANCELARON MI VUELO SIEMPRE ESTUBIERON EN CONTACTO Y SOLUCIONARON
14/02/2023 21:37,10,Excelente servicio!
14/02/2023 21:36,9,FACIL
14/02/2023 21:31,10,MUY RAPIDO!!
14/02/2023 21:22,10,ACCESIBLE. GRACIAS.
14/02/2023 21:19,10,facil y rapido
14/02/2023 21:19,10,Sencillo
14/02/2023 20:56,10,EXCELENTE SERVICIO Y AMABILIDAD
14/02/2023 20:55,9,rapidez
14/02/2023 20:54,10,es muy amigable hacer reservación con tiempo
14/02/2023 20:54,9,ES BUENO
14/02/2023 20:53,10,super veloz
14/02/2023 20:47,10,sencillo
14/02/2023 20:46,9,OK
14/02/2023 20:45,10,MUY RAPIDO
14/02/2023 20:34,10,Facil de usar
14/02/2023 20:28,9,INTUITIVA
14/02/2023 20:27,10,Cada vez es más sencillo comprar vuelos.
14/02/2023 20:24,10,Muy facil!
14/02/2023 20:16,10,FACIL Y RAPIDO
14/02/2023 20:15,10,buenos
14/02/2023 20:08,9,se me cerro la pagina 2 veces por marcar error
14/02/2023 20:00,10,EXELENTE SERVICIO
14/02/2023 20:00,10,es simple de hacer
14/02/2023 19:53,9,POR PRECIOS
14/02/2023 19:42,10,BUEN SERVICIO
14/02/2023 19:40,10,.
14/02/2023 19:37,9,efcaxcia
14/02/2023 19:36,10,Todo muy rapido y bien
14/02/2023 19:34,10,POR PAGINA AMIGABLE
14/02/2023 19:25,10,Es muy fácil y  rápido
14/02/2023 19:22,10,servicio
14/02/2023 19:13,10,FACILIDAD PARA LOS PROCESOS
14/02/2023 19:11,10,SERVICIO
14/02/2023 19:01,9,Porque es rápido y sencillo
14/02/2023 18:59,10,"FACIL, RAPIDO"
14/02/2023 18:41,10,"si deberian hacer una opcion de documentar paquetes chicos,  de 5 kg o menos"
14/02/2023 18:36,9,buen servicio y en muy buen tiempo.
14/02/2023 18:28,10,POR SU EFICIENCIA
14/02/2023 18:12,10,PRECIO Y ATENCION
14/02/2023 17:58,10,por ser usuario
14/02/2023 17:46,10,ok
14/02/2023 17:46,9,BUEN SERVICIO
14/02/2023 17:39,10,rapido y facil
14/02/2023 17:33,9,MUCHA PROMOCIONES
14/02/2023 17:26,10,Muy fácil y rápido de realizar
14/02/2023 17:24,10,hasta ahora todo muy facil
14/02/2023 17:22,10,buena
14/02/2023 17:18,10,excelente
14/02/2023 17:11,10,facilidad
14/02/2023 16:57,10,Facil acceso
14/02/2023 16:54,9,Practico
14/02/2023 16:45,9,facil y economico
14/02/2023 16:43,10,Porque es un proceso muy fácil y seguro
14/02/2023 16:41,10,me gusta
14/02/2023 16:41,9,Muy eficiente
14/02/2023 16:40,10,EXCELENTE
14/02/2023 16:38,10,Es un proceso ágil
14/02/2023 16:35,10,por la atencion y rapidez
14/02/2023 16:35,9,FACILIDAD
14/02/2023 16:34,10,buen servicio y tarifas accesibles
14/02/2023 16:28,10,"Muy ágil, sencillo y me gustan los recordatorios ya que siempre ando ocupado y se me pasan las cosas"
14/02/2023 16:28,9,super facil y muy agil
14/02/2023 16:24,10,Acceso rapido
14/02/2023 16:20,10,es facil
14/02/2023 16:08,10,ok
14/02/2023 16:02,10,hacerlo con tiempo porque la aerolínea el mero día vende tu vuelo como si no llegaras
14/02/2023 15:35,10,todo salio perfecto en este vuelo
14/02/2023 15:25,10,Buena App !
14/02/2023 14:52,10,facil uso
14/02/2023 14:50,10,muy facil y rapido
14/02/2023 14:44,10,ES RAPIDO
14/02/2023 14:17,9,GRACIAS
14/02/2023 13:48,9,TODO BIEN
14/02/2023 13:44,10,ok
14/02/2023 13:38,10,BUEN SERVICIO
14/02/2023 09:18,9,BUENO ESPERO HACERLO SIN INCONVENIENTES
14/02/2023 07:33,10,SERVICIO
14/02/2023 06:23,10,Muy amigable.
14/02/2023 06:12,10,segura y agil
14/02/2023 06:12,10,Excelente atencion
14/02/2023 06:12,10,Fácil y rápido
14/02/2023 06:05,10,Accesible
14/02/2023 05:51,10,Facilidad
14/02/2023 05:48,9,Facilidad
14/02/2023 05:42,10,facilidad y prontitud para su realización
14/02/2023 05:18,9,Por su rápidez y prácticidad
14/02/2023 05:09,9,Por los precios
14/02/2023 04:50,10,sencillo y rápido
14/02/2023 04:47,10,Practico
14/02/2023 04:45,10,Porque si
14/02/2023 04:39,10,eficiencia
14/02/2023 04:18,9,ninguna
14/02/2023 03:54,9,agil
14/02/2023 03:46,9,Fue muy facil hacer el check in
14/02/2023 03:29,10,es rapida
14/02/2023 03:23,10,TODO FUE MUY FACIL Y RAPIDO
14/02/2023 03:01,9,Buen servicio
14/02/2023 03:01,10,esta cool
14/02/2023 02:54,10,es facil y sencillo
14/02/2023 02:45,9,por que es rápido y cómodo
14/02/2023 02:39,10,ES MUY FACIL Y RAPIDO
14/02/2023 02:29,10,FACIL DE UTILIZAR E INFORMATIVA
14/02/2023 02:23,10,son buenos
14/02/2023 02:23,9,BIEN TODO
14/02/2023 02:16,10,Es facil y entendible
14/02/2023 02:01,10,EXCELENTE
14/02/2023 01:53,10,ES SUPER FACIL Y ENTENDIBLE
14/02/2023 01:44,9,Por buen servicio
14/02/2023 01:35,10,bien
14/02/2023 01:13,10,vvvvv
14/02/2023 01:07,10,VENDEN MARUCHAN EN EL VUELO
14/02/2023 01:06,9,buena atencion
14/02/2023 00:47,10,me gusta
14/02/2023 00:46,10,es muy accesible y rapido
14/02/2023 00:40,10,excelente
14/02/2023 00:21,10,SUPONGO FACIL Y SEGURO
14/02/2023 00:08,10,Buen servicio
14/02/2023 00:03,10,exelente servicio.
13/02/2023 23:53,10,MUY RAPIDO !!!
13/02/2023 23:48,9,es rapido y seguro
13/02/2023 23:39,10,al 100%
13/02/2023 23:37,10,rapido
13/02/2023 23:36,10,Servicio fácil de realizar en la plataforma
13/02/2023 23:30,9,rapides
13/02/2023 23:16,10,CHIDO
13/02/2023 23:16,10,barato
13/02/2023 23:09,10,Facil de usar. Eficiente
13/02/2023 23:05,10,ES MUY FACIL REALIZARLO
13/02/2023 22:55,9,Por facilidad
13/02/2023 22:44,10,Es rápida y carga rápido la página.
13/02/2023 22:40,9,LA ATENCIÓN ES  MUY RAPIDA
13/02/2023 22:35,10,Me tratan bien
13/02/2023 22:31,10,mas facil y en cualquier momento
13/02/2023 22:22,10,todo bien
13/02/2023 22:20,10,Excelente servicio
13/02/2023 22:15,10,MUY FACUL Y RAPIDO
13/02/2023 22:12,10,.
13/02/2023 21:57,10,Muy rápido y eficiente
13/02/2023 21:56,10,Por prácticos!
13/02/2023 21:42,10,Rapidez
13/02/2023 21:38,10,Gracias
13/02/2023 21:36,10,proceso agil y rapido
13/02/2023 21:35,10,por que es super comodo
13/02/2023 21:28,10,MYR RAPIDO
13/02/2023 21:14,9,me gusta
13/02/2023 21:02,10,muy rapido
13/02/2023 20:59,10,Gracias
13/02/2023 20:58,10,Porque siempre está a tiempo
13/02/2023 20:55,9,RAPIDEZ
13/02/2023 20:55,10,TODO MUY BIEN
13/02/2023 20:49,10,"muy sencillo, facil y agil"
13/02/2023 20:47,10,Buena interaccion
13/02/2023 20:42,10,Muy sencillo y directo
13/02/2023 20:39,9,es facil y rapido
13/02/2023 20:29,9,Facilidad
13/02/2023 20:28,9,Fue fácil
13/02/2023 20:26,10,muy facil
13/02/2023 20:18,10,Muy rápido.
13/02/2023 20:09,10,Todo bien
13/02/2023 20:06,10,MUY FACIL
13/02/2023 19:58,10,POR QUE ES RAPIDO Y FACIL
13/02/2023 19:50,10,exelente
13/02/2023 19:48,10,HA SIDO RAPIDO Y EFICAZ
13/02/2023 19:46,10,Fiabilidad
13/02/2023 19:39,10,Fue sencillo
13/02/2023 19:35,10,MUY AMIGABLE
13/02/2023 19:32,10,bueno
13/02/2023 19:27,10,me avisa con tiempo
13/02/2023 19:21,10,Excelente Servicio y Atención
13/02/2023 19:21,10,por efectivos
13/02/2023 19:18,10,SUPER RAPIDO Y SENCILLO
13/02/2023 19:18,10,ES MUY CLARA LA INFORMACION PARA REALIZAR EL CHECK IN Y SE AHORRA TIEMPO PARA INGRESAR A LA SALA DE ABORDAR
13/02/2023 19:17,9,esta facil
13/02/2023 19:16,10,Es facil
13/02/2023 19:00,9,Muy agil y rapida
13/02/2023 18:57,10,Buena disponibilidad
13/02/2023 18:55,9,Rapidez
13/02/2023 18:54,9,BUEN SERVICIO BUEN PRECIO
13/02/2023 18:42,10,POR COSTO Y ATENCIÓN
13/02/2023 18:37,10,EFICIENTE Y FACILIDAD DE UTILIZACION
13/02/2023 18:35,9,costo accesible
13/02/2023 18:34,10,POR RAPIDEZ
13/02/2023 18:32,10,:)
13/02/2023 18:28,10,SUPER BIEN
13/02/2023 18:26,10,diponibilidad
13/02/2023 18:20,10,EXCELENTE SERVICIO
13/02/2023 18:19,9,si
13/02/2023 18:18,10,Excelente trato vía telefónica y sobre todo CALIDAD HUMANA
13/02/2023 18:11,9,Esperando que sea un buen servicio
13/02/2023 18:06,10,"Prácticos, buen precio y servicio."
13/02/2023 17:50,9,es practico
13/02/2023 17:48,10,Página fácil de usar
13/02/2023 17:38,10,.
13/02/2023 17:35,9,sencilla
13/02/2023 17:34,10,es muy efectivo
13/02/2023 17:29,10,facil y rapido
13/02/2023 17:28,10,facil
13/02/2023 17:25,10,Por la forma tan sencilla de hacer la reservación.
13/02/2023 17:25,10,RAPIDO
13/02/2023 17:23,10,Excelente
13/02/2023 17:20,9,RAPIDA
13/02/2023 17:20,10,rapidez
13/02/2023 17:19,10,s
13/02/2023 17:09,9,MUY RAPIDA
13/02/2023 17:04,10,POR LA CONEXIÓN DIRECTA A VERACRUZ Y LA CALIDAD DE SUS SERVICIOS
13/02/2023 17:02,10,Muy eficiente
13/02/2023 17:00,10,Rapido y sencillo
13/02/2023 16:55,10,por efectividad en el servicoo
13/02/2023 16:50,9,Fueron solamente 2 pasos para hacer el check
13/02/2023 16:50,10,Hasta el momento es la aerolinea de mas bajo costo y no he tenido detalle alguno con los horarios a tiempo
13/02/2023 16:50,10,Porque es muy simple
13/02/2023 16:46,10,BUEN SERVICIO
13/02/2023 16:44,10,excelente servicio
13/02/2023 16:41,10,tengo buenas experiencias
13/02/2023 16:40,9,muy rapido hacer el check-in
13/02/2023 16:40,9,ES facil
13/02/2023 16:38,9,ES RÁPIDO E IMPORTANTE
13/02/2023 16:36,10,El servicio y la atención por los cambios en el intinerario ha sido muy bueno
13/02/2023 16:34,10,Todo ha salido muy sencillo
13/02/2023 16:23,10,Rapidisimo
13/02/2023 16:12,10,por que es muy expedido y facil de realizar
13/02/2023 16:03,10,Es más facil y menos tardado que en el aeropuerto
13/02/2023 15:48,10,Porque es rápido
13/02/2023 15:47,10,"CALIDAD EN ATENCION Y SERVICIO, ADEMAS DE PROMOCIONES QUE SE REFLEJAN EN NUESTRA ECONOMIA FAMILIAR"
13/02/2023 15:41,10,BUEN SERVICIO
13/02/2023 15:40,10,MUY SENCILLO REALIZARLO
13/02/2023 15:39,10,excelente
13/02/2023 15:34,10,fue muy eficiente
13/02/2023 15:31,10,Muy sencillo
13/02/2023 15:22,10,economico
13/02/2023 15:17,10,.
13/02/2023 15:17,10,ES AGIL
13/02/2023 15:16,10,eficiencia
13/02/2023 15:15,10,na
13/02/2023 15:04,10,excelente
13/02/2023 14:50,10,.
13/02/2023 14:47,9,Facilidad
13/02/2023 14:38,10,"Rapidez, costo, buen servicio"
13/02/2023 14:12,10,excelente servicio.
13/02/2023 14:03,10,muy practico
13/02/2023 13:13,10,SERVICIO RAPIDO EN LINEA
13/02/2023 12:52,10,BUEN SERVICIO
13/02/2023 11:33,9,es bueno y rapido
13/02/2023 09:26,10,exelente
13/02/2023 09:23,9,siempre buscan una solucuón trato amable call center
13/02/2023 07:01,9,BUEN SERVICIO
13/02/2023 06:59,10,Excelente atención
13/02/2023 06:52,10,excelente servicio
13/02/2023 06:02,10,buen servicio
13/02/2023 05:59,10,muy facil de usar
13/02/2023 05:51,10,MUY BUEN SERVICIO
13/02/2023 05:26,10,precio
13/02/2023 05:23,10,amigable
13/02/2023 04:56,10,es rapido
13/02/2023 04:50,9,Hasta ahora muy bueno y a tiempo
13/02/2023 04:26,10,RAPIDEZ
13/02/2023 04:25,9,Porque ha sido facil y rapido.
13/02/2023 04:20,10,muy confiable y eficiente
13/02/2023 04:10,10,Muy amigable
13/02/2023 04:03,10,Buena plataforma
13/02/2023 04:01,10,Muy practico y facil de registrar
13/02/2023 03:50,10,ES UN PROCESO FACIL
13/02/2023 03:49,9,ok
13/02/2023 03:43,10,FACIL Y RAPIDO
13/02/2023 03:33,10,Rapido y claro
13/02/2023 03:28,10,rápido
13/02/2023 03:17,9,OK
13/02/2023 02:03,10,es muy facil y rapido
13/02/2023 01:23,9,ing.luisangelortiz@live.com
13/02/2023 01:08,10,fast and easy
13/02/2023 00:38,10,"es la primer ocasión que lo hago de manera personal y me ha resultado claro el proceso, gracias."
13/02/2023 00:19,10,facil e intuitivo
13/02/2023 00:03,10,Todo bien
12/02/2023 23:56,10,Si
12/02/2023 23:49,10,excelente
12/02/2023 23:31,10,Es excelente
12/02/2023 23:17,10,FACIL OBTENERLO
12/02/2023 23:00,10,atentos
12/02/2023 22:53,10,precio
12/02/2023 22:52,10,TODO facil esta ahorita
12/02/2023 22:50,10,es super rápido de realizar
12/02/2023 22:39,10,todo bien
12/02/2023 22:24,10,"ES FACIL COMPRAR, Y VIAJAR."
12/02/2023 22:21,10,es muy facil realizar un el check-in en linea
12/02/2023 22:20,10,muy rapido
12/02/2023 22:16,9,Por que he tenido buenas y positivas experiancias con Viva Aerrobus.
12/02/2023 21:43,10,muy accesible
12/02/2023 21:38,10,super facil y rapido
12/02/2023 21:19,10,Para ahorar tiempo
12/02/2023 20:49,10,Precio
12/02/2023 20:25,9,es rapido y agil
12/02/2023 20:11,9,s
12/02/2023 20:02,10,Por la velocidad y simpleza
12/02/2023 20:01,10,FACIL
