Date,nps,text
12/03/2023 20:16,0,"CAMBIAN EL PAGO DEL ASIENTO UNA VEZ QUE LO ELEGISTE, TENGO LAS FOTOS, ESO ES FRAUDE!"
12/03/2023 20:10,0,las tarjetas no pasan y las cosas son muy dificiles de editar
12/03/2023 20:04,1,Te asigna cargos automáticos como el pago del reembolso total y no hay forma de eliminarlo al pagar el total del pago
12/03/2023 19:56,6,"Poniendo el concepto de reembolso para elegir, no incluido por default"
12/03/2023 19:51,8,"mostrar el precio total desde un inicio, y poder reservar sin tantos pasos"
12/03/2023 19:48,0,"NO COBRANDO LOS ASIENTOS, ¡¡¡ESO ES UN ROBO!!!!"
12/03/2023 19:46,2,Muy complicada y difícil de entender
12/03/2023 19:40,7,EL sistema a veces pone datos equivocados.
12/03/2023 19:33,0,"Permitiendo que active mi membresía VivaFan, la cual no he podido comprar a pesar de agotar todas las opciones disponibles."
12/03/2023 19:26,8,Agreguen MSI
12/03/2023 19:19,8,"Es dificil saber que este includo o no.  tambien, deben dar un solo precio en lugar de cobrar de ida y vuelta"
12/03/2023 19:15,0,NO ES TAN INTUITIVA BATALLE MUCHO PARA PAGAR
12/03/2023 19:12,7,"Demasiados pop-ups, consume demasiados recursos del navegador web. No permite el uso de paginas privadas."
12/03/2023 19:09,8,"Un poco menos de informacion, hacer la interfaz mas sencilla"
12/03/2023 19:07,5,Bajar costos y tarifas!!! impuesto tras impuesto no ayuda tampoco!!!
12/03/2023 19:06,8,.
12/03/2023 19:03,8,siempre mostro el mensaje de que mi compra no genera puntos dooter. Al mostrar los combos tachaba un precio inferior y mostraba uno superior mostrándolo como oferta
12/03/2023 19:02,6,Dejar de meter tantos campos
12/03/2023 19:01,4,TODO QUIEREN COBRAR.
12/03/2023 18:59,8,Faltaría agregar el cargo por mascota en cabina
12/03/2023 18:43,6,"La web da un problema al ingresar las fechas de nacimiento, resta automaticamente un dia a todas las fechas"
12/03/2023 18:43,1,I was paying for a ticket at a price and when i pressed checkout it said my price was not available anymore.
12/03/2023 18:34,0,"Es increíble la dificultad que hay para pagar. En varias ocasiones me he demorado intentando pagar porque hay algún error que no te deja seguir y vete tú a saber lo que es. Hay que llamar al servicio al cliente y te dice cosas como que cambies el la moneda si pagas con tarjeta de Estados Unidos e incluso la banderita. En mi último pago, parece que el correo electrónico fue el problema, después de haber estado intentando pagar durante más de una hora con 3 tarjetas diferentes, dos de ellas de bancos mexicanos. Luego dices de pagar por teléfono y te cobran más caro."
12/03/2023 18:33,8,No repitiendo la pregunta ¿Quieres recibir ofertas? y creo que se pueden hacer menos pasos para lograr lo mismo.
12/03/2023 18:32,8,Gracias!
12/03/2023 18:24,0,"Agregan seguros sin que  el pasajero os solicite, es una forma de engañar al cliente"
12/03/2023 18:14,1,NO PUEDO USAR MIS TARJETAS PARA PAGAR. TODO EL TIEMPO TENGO QUE OPTAR POR LA FORMA DE PAGO EN OXXO
12/03/2023 18:10,8,Te saca de sesión y agrega cargos adicionales de manera automatica
12/03/2023 18:09,3,Haciéndolo más agil y dando una perspectiva del costo desde el inicio
12/03/2023 18:09,5,deberían de permitir ver el costo final antes de ingresar tus datos  a veces uno esta cotizando opciones u horarios y tener que llenar tus datos para una sola consulta es bastante tedioso
12/03/2023 17:48,5,"A la fuerza te quieren enjaretar un seguro de ´´rembolso total´´ cuando no lo quieres, solo porque lo ponen bien escondido y lo puedes quitar al momento de poner tus datos bancarios, pero son bien mañosos."
12/03/2023 17:48,6,No logre pagar con mi AMEX y fue un gran problema
12/03/2023 17:36,8,Nada
12/03/2023 17:32,7,Hay un problema en las listas desplegables para seleccionar la fecha de nacimiento.
12/03/2023 17:30,8,haciendo más claros sus menús y sin tantas pausas para sus pagos
12/03/2023 17:24,7,No agreguen cosas extra automaticamente
12/03/2023 17:21,8,no cambiar los precios tan exhuberantes.
12/03/2023 17:21,3,"Quitando cargos innecesarios como el de ""reembolso total"" que se agrega de forma automática."
12/03/2023 17:19,5,no son claros los precios se debe manejar el total no que despues te carguen el impuesto del  TUA transparencia por favor
12/03/2023 17:13,6,ATENCION AL CLINETE
12/03/2023 17:12,8,Ofreciendo menos incrementos de servicios.
12/03/2023 17:01,8,"tuve dificultades para escoger el vuelo que quería, tuve que optar por cambiar fecha de vuelo"
12/03/2023 16:59,7,Cobran mucho
12/03/2023 16:48,0,"Adviertan que el asiento se cobra aparte, el cargo fue sorpresivo"
12/03/2023 16:12,0,me cobra de mas un adicional y no me dice de que . intente varias veces
12/03/2023 16:09,0,"Son unos tracalas, tramposos de lo peor, cobran el asiento separado, no mamen!!! cómo entonces va a viajar la gente parada?. Y luego su mentada de madre con el cargo de 100 pesos al final de proteccion es engañoso y confunde si es obligarorio o no, uta es q con ustedes hay q estar a las vivas para no nos chinguen más dinero. Ojala y se vayan a la banca rota pronto !!"
12/03/2023 16:08,1,Dejar de Colocar tantos adicionales en automático
12/03/2023 15:54,8,Todo bien
12/03/2023 15:34,0,SIENDO MAS BARATOS
12/03/2023 15:27,8,bajando precios
12/03/2023 15:03,2,"The web design of the website on a tablet is really poor. When i want to select dates the pop up screen is hidden under advertising. I have to flip my pad, bu5 then accepting the seats is hidden under the advertising so i have to flip it back. Also it is realy hard to remove seat selection, i had to flip my pad again. I really don5 care where I sit. Really poor experience."
12/03/2023 12:13,5,my visa debit card did not accept
12/03/2023 11:20,7,en no poner tantos extras y  cargos escondidos  que generan costo
12/03/2023 11:03,7,"SER MAS CLAROS EN SUS OPCIONES DE COSTOS ADICIONALES, QUE NO SE AGREGEN AUTOMATICAMENTE."
12/03/2023 10:00,0,"Es una basura poder comprar un vuelo, la pagina se traba, dice que los datos no son correctos cuando si lo son. No es claro como poder quitar sus cobros adicionales"
12/03/2023 09:08,2,no traten de agregar seguros automaticamente
12/03/2023 07:26,0,No aplican el descuento viva fan. Tuve que mandar muchos mails y al final me comentaron que  tienen problemas con los vuelos de conexión.
12/03/2023 07:21,2,Simplify.
12/03/2023 07:21,8,OFERTAS MAS CONCRETAS Y NO TANTAS OPCIONES QUE SUMEN PESOS...
12/03/2023 07:07,7,No se enienden los correos que envian como poder utilizar las promociones lenas de ventanas que no abren
12/03/2023 06:39,0,Bad website… too much confusion ands over sell of your items
12/03/2023 06:35,7,Se trabo la primera vez y no supe si se hizo la reservacion
12/03/2023 06:34,8,La pagina se conjelo muchas veses y no me dejaba editar solo lo necesario. M e hacia empezar todo de nuebo
12/03/2023 06:29,7,QUE EL SERVICIO AL CLIENTE SEA MÁS EFICAZ.
12/03/2023 06:16,2,pagina super lenta
12/03/2023 06:11,5,Algo error en el sitio? Probe muchas veces solo para comprar un billete.
12/03/2023 06:09,2,Dar mejor asistencia con los pagos en tarjeta
12/03/2023 06:08,8,MAS PRACTICA LA PAGINA
12/03/2023 06:08,7,El proceso de pago desde un inicio
12/03/2023 06:08,8,Mas digerida.
12/03/2023 05:42,0,No he podido efectuar los pagos con mis tarjetas de debito o credito de diferentes Bancos y con diferentes dispositivos?
12/03/2023 05:41,7,Tiene demasiadas opciones y es confuso navegar leyendo tantas cosas y apartados a la vez
12/03/2023 05:28,8,MUY COMPLICADO
12/03/2023 05:10,8,no cobrar por elegir asientos
12/03/2023 04:52,8,si
12/03/2023 04:48,6,muy bien
12/03/2023 04:44,4,pROBLEMa con pagos con tarjeta
12/03/2023 04:41,6,"es complicado la parte de elegir el equipaje, si no te aseguras de como lo estas poniendo te cobran de mas hay que regresar para asegurarse y verificar el importe en las maletas..."
12/03/2023 04:36,7,"batalle con los cargo acicionales, lo hice 2 veces,  hasta ya hacer el pago tuve la opcion de quitar el cargo adicional que no sabia a que correspondia"
12/03/2023 04:35,2,"es muy poco amigable su pagina para comprarconfunden demasiado con tantos COBROS ADICIONALESES MUY CONFUSO LA CANTIDAD TOTALY TAL PARECE QUE LES IMPORTA QUE SE EQUIVOQUEN PARA COBRAR MAS Y MAS"
12/03/2023 04:33,2,NO PODIA PONER LA FECHA DE NACIMIENTO CORRETA. IT KEPT CHANGING THE DATE AUTOMATICLY
12/03/2023 04:21,8,Dejen de cobrar tantas mmdas y paguen ustedes la TUA
12/03/2023 04:09,8,.
12/03/2023 04:09,2,ES COMPLICADA Y SE TRABA Y CON PRECIO TOTAL SUBE MUCHO CON LOS IMPUESTOS
12/03/2023 04:07,3,"te cobran todo por individual, ya deveria incluir todo en el boleto desde el principio"
12/03/2023 04:01,8,ESTA MUUUY LENTA SU APLICACION Y FALLA MUCHO
12/03/2023 03:57,2,BAJAR LOS PRECIOS DEL TUA SE INCREMENTA MUCHO EL PRECIO
12/03/2023 03:56,2,No cargando un seguro tratando de despistar incluyendolo en el total
12/03/2023 03:53,0,hagas su pagina mas efectiva es una mierda
12/03/2023 03:48,8,MESES SIN INTERESES CON CUALQUIER TARJETA
12/03/2023 03:48,1,sin comentarios
12/03/2023 03:42,8,esta bien pero hay opciones que confunden
12/03/2023 03:38,5,hacienda mas amigable para safari/Mac
12/03/2023 03:32,5,cuano uno quiese registrarme para obtener la tarjeta de vivaarobus imposible no pude obtenerla y me gustaria que hubiera mas accesibilidad.
12/03/2023 03:11,7,el servicio
12/03/2023 03:04,0,Dejar de poner cosas inutiles
12/03/2023 02:56,8,Le intente varias veces porque se trababa en el paso del pago
12/03/2023 02:52,1,hay muchos pasos
12/03/2023 02:44,6,LOS ASIENTOS
12/03/2023 02:38,7,Mas destinos
12/03/2023 02:35,5,La pagina no esta tan intuitiva para el usuario en algunas partes como la selección de asientos.
12/03/2023 02:00,6,NO RETRASANDO VUELOS A CADA RATO
12/03/2023 01:37,5,es mucho problema para sacar una cotizacion nada mas
12/03/2023 01:27,5,simplifiquen
12/03/2023 01:24,8,"AGREGAN AUTOMATICAMENTE REEMBOLSO AUTORMATICO, ES MOLESTO."
12/03/2023 01:12,4,ESTA MUY ENREDADO LA RESERVA Y CADA PAGINA QUE PASA COBRAN ALGO MAS
12/03/2023 01:11,8,Hay algunos errores en los horarios
12/03/2023 01:07,8,se mamaron
12/03/2023 01:02,8,Problemas para pagar con tarjeta de credito de USA
12/03/2023 01:01,0,me llevo mas de una hora comprar mi boleto debido a que cada vez que seleccionaba la forma de pago se trababa curiosamente se trababa la pagina y tenia que volver al inicio y cuando llegaba al momento de pagar ya se había elevado la tarifa... QUE MAÑOSOS Y ABUSIVOS SON!!!
12/03/2023 00:53,5,"siento que la interfaz, ha mejorado, pero sigue estando muy saturada dando una percepcion de muchas cosas y perderse en el enfoque de lo que queremos hacer, que es visualizar un viaje y comprarlo"
12/03/2023 00:48,3,NO PASA EL PAGO
12/03/2023 00:39,6,mas amigable
12/03/2023 00:33,7,"NO AGREGAR EL REEMBOLSO EN EL PRECIO DEL VUELO, SERÍA BUENO QUE ME DIERAN LA OPCION ANTES DE AGREGARMELO AL PRECIO"
12/03/2023 00:31,8,NO
12/03/2023 00:27,8,sin tantos cargos adicionales
12/03/2023 00:25,5,Problemas al someter informacion de pago. tubimos que reiniciar la pajina varias veses.
12/03/2023 00:19,2,"muy confusa , con cargos que no solicitastes"
12/03/2023 00:10,7,simplificando mas la pagina sin tantos cobros por todo mejor incluir en solo precio asientos peso como antes gracias
12/03/2023 00:00,1,dejar de añadir servicios adicionales de antemano!!
11/03/2023 23:56,7,Sin tanto proceso
11/03/2023 23:49,0,cambiando toda su pàgina
11/03/2023 23:35,6,no cobrar los asientos
11/03/2023 23:30,5,Mejoras en el sistema para pagos de viva fan.
11/03/2023 23:18,8,No dejando la cantidad que se debe de pagar al aeropuerto al final
11/03/2023 23:16,5,"quitar pre cargado de cosas, y respetar si se elige UNICAMENTE VUELO, no insistir en estar quitando o saltando cosas"
11/03/2023 23:00,8,CONFIRMANDO LAS RESERVACIONES POR CORREO ELECTRONICO
11/03/2023 22:55,3,Que sea más ágil y quitar de manera sencilla el cobro de asiento
11/03/2023 22:37,2,"Estaba haciendo el pago, y me puso un aviso de que el vuelo habia cambiado de precio."
11/03/2023 22:32,0,"Muy mala la forma de pago , he intendao mas de 10 veces,"
11/03/2023 22:30,4,"DEMASIADA CONFUSION AL PONER LOS CARGOS QUE HACEN PARA TODO, DEBEN HACERLA MAS SIMPLE Y MAS CLARA Y NO PONER TARIFAS Y COBROS POR TODO!"
11/03/2023 22:25,3,aclarando qué cobran y no incluirlo sin preguntart
11/03/2023 22:11,0,bajen precios jajajaj
11/03/2023 22:07,8,PFFF DEMASIADAS COSAS  que no son precisamente el vuelo...
11/03/2023 21:56,7,Sin ofrecer tantas cosas para aumentar el  costo de los vuelos
11/03/2023 21:54,5,hay fallas
11/03/2023 21:49,0,"very very very unnecessarily complicated, not useful, too many issue. Had to start over again many many times.Waste of time!!"
11/03/2023 21:29,7,se pudiera hacer as facil la seleccion
11/03/2023 21:21,2,"Cuando la reservación se hizo por teléfono se trato de hacer el pago por medio del sistema de internet y no se pudo procesar. Cuando se hizo la nueva reservación, el precio cambio."
11/03/2023 21:18,5,Menos pregutas...tener paquetes completos
11/03/2023 21:04,7,"Marcaron adicionales que no podian quitarse en el pago final, siendo que no habian sido seleccionados previamente."
11/03/2023 21:04,8,Por sus ofertas.
11/03/2023 20:54,8,Poner todo el precio del vuelo junto.
11/03/2023 20:51,0,Dejar de agregar costos adicionales sin que yo los agrego.
11/03/2023 20:51,8,Gracias
11/03/2023 20:38,7,"precios netos, sin tanta vuelta"
11/03/2023 20:36,7,Es estupendo su servicio
11/03/2023 20:35,8,No hacer confuso el escoger asientos
11/03/2023 20:22,0,"Que no tengan problemas para cobrar con tarjeta, es un caos"
11/03/2023 20:19,3,DEBEN SER MAS Claros en sus precios
11/03/2023 20:02,8,Te agregan cosas que no sabes como quitar hasta el final que ya estas pagando te sale la opcion de quitarlo
11/03/2023 19:59,8,TE PONEN SERVICIOS ADICIONALES QUE YO NO PEDI Y TEGO QUE ESTAR ATENTO PARA PODERLOS QUITAR
11/03/2023 19:56,1,intente con muchísimas tarjetas y no me deja
11/03/2023 19:54,7,la pagina no funciono con firefox
11/03/2023 19:51,8,primera vez
11/03/2023 19:46,8,MEJOR ATENCION AL CLIENTE DE VERDAD LES HACE FALTA MUCHO APOYO
11/03/2023 19:44,6,TIENE DEMASIADOS PASOS O MAÑAS
11/03/2023 19:40,0,"Es muy complicada y se presta a pagar servicios que no deseo, de hecho el uso complejo de su página me ha hecho comprar mi pasaje en otras compañías"
11/03/2023 19:40,8,A veces se demoran mucho
11/03/2023 19:36,3,No deja comprar
11/03/2023 19:19,8,Menos TUA
11/03/2023 19:11,2,NO PUEDE UNO REGRESAR PARA HACER UNA MODIFICACION
11/03/2023 19:07,5,EVITAR COMO PAGAR MALETAS PARA ALGUNOS PASAJEROS
11/03/2023 18:57,6,siendo mas claros.
11/03/2023 18:34,8,NO agregar servicios adicionales sin consentimiento del cliente.
11/03/2023 18:32,8,need English translation but was pretty easy to understand
11/03/2023 18:29,5,pone seguros por tdoos lados
11/03/2023 18:29,0,Muy confuso todo
11/03/2023 18:20,7,"Le batallamos mucho, se necesita tener una persona por internet que oriente."
11/03/2023 18:20,2,dar información detallas porque seleccionar asientos
11/03/2023 18:12,7,Tenia que hacer una reservacion de grupo y me pedian que enviara un email con los datos del vuelo. No me respondia y entre tanto los precios subian :(... Llamamos y nos dijeron que nos enviarian la cotizacion en la tarde y no llego.
11/03/2023 18:12,7,Complicada
11/03/2023 18:11,7,No explican bien los costos
11/03/2023 18:06,6,"precios accecibles pero seria genial que tuvieran disponibildad en cambiar los vuelos.. mi esposo  y sobrinos viajan vuelo redondo pero mis sobrinos se quedan todo el verano y mi esposo no, asi que el tendra que regresar antes y perderan su vuelo de regreso pues no se puede acomodar a una diferente fecha pues se adquirira en la misma reserva, es algo para mi mul mal pues perdemos el dinero y tendremos que poagar un nuevo vuelo de regreso."
11/03/2023 17:50,8,Que existan pre paquetes armados como tipo combos de los mas populares donde solo presiones una vez un boton y te mande ya el paquete armado directo para el pago
11/03/2023 17:48,4,"todo te quieren cobrar de nada sirve que los vuelos sean ""baratos"""
11/03/2023 17:47,7,Muestren los precios reales con todo y TUA
11/03/2023 17:47,1,PESIMO SERVICIO EN PLATAFORMA
11/03/2023 17:43,6,menos vueltas en la pagina
11/03/2023 17:37,6,muy lenta
11/03/2023 17:32,4,es muy complicada
11/03/2023 17:28,8,hacer el diseño más limpio
11/03/2023 17:24,8,"fases de compra respecto a montos, poner los paquetes de inicio puede ayudar a la experiencia de compra, para que no sea tan tediosa."
11/03/2023 17:23,3,El cambio entre doters y pesos mexicanos es muy confuso y cero amigable.
11/03/2023 17:08,8,Abrir  rutas hacia Coatzacoalcos
11/03/2023 17:01,7,por que piden dirección en el pago si es tarjeta de debito?
11/03/2023 17:01,7,"ofrecen meses sin intereses con HSBC y no me permitió pagar con tarjetas de ese banco, aparecía un error"
11/03/2023 16:48,8,"no deberian cobrar extra por los asientos. gracias y hacer mas sencilla la navegacion sin tanto anuncio y venta de cosas"
11/03/2023 16:25,7,"Disminuir el tua, de nada sirve ver super precios si el tua arruina todo"
11/03/2023 16:21,6,Menos pasos en el proceso
11/03/2023 16:14,5,PRACTICA LA PÁGINA PERO NO ESCONDAN NADA
11/03/2023 15:51,7,exelente servisio
11/03/2023 15:40,0,Contestando telefonos y resolciendo ambas sin hacer esperar horas
11/03/2023 15:39,4,NO ACEPTO NNINGUNA TARJETA
11/03/2023 15:39,7,"Dejen de cobrar todo por separado, cobrar el asiento es una grosería"
11/03/2023 15:05,7,Muchas opciones de extras.
11/03/2023 14:49,4,"La página por momentos se tarda en cargar los botones, el del pago de TUA por ejemlo, tuve que recargar la página y ya el vuelo había subido de precio"
11/03/2023 14:12,5,regresa a cada rato a  el primer paso de busqueda
11/03/2023 14:02,3,Siendo mas claros en todo el proceso
11/03/2023 10:43,7,mejores ofertas para adultos mayores y familias
11/03/2023 07:24,7,demasiados pasos y es confuso porque dice desde... y cada cosa tiene un costo adicional.
11/03/2023 07:04,5,no entiendo porque tengo que pagar aparte por el asiento
11/03/2023 06:59,8,vatalle mucho
11/03/2023 06:23,8,Poniendo mas vuelos directos a los destinos
11/03/2023 06:21,8,Kind of easy to use once you figure out the layout.
11/03/2023 06:18,2,Too hard for my credit card payment to go through.  Had to create an account before website would accept my credit card payment.
11/03/2023 06:00,3,No pasan tarjetas de banorte
11/03/2023 05:56,6,Explicar de mejor manera los conceptos
11/03/2023 05:46,6,no pude pagar con mi tc
11/03/2023 05:46,3,DONDE SE ELIGEN MSI ???
11/03/2023 05:29,8,menos menus
11/03/2023 05:27,7,NO SE ESPECIFICAN ADECUADAMENTE LAS CONDICIONES DE COMPRA EN GRUPOS
11/03/2023 05:13,8,Más tiempo para la sesión
11/03/2023 05:09,8,IR VIENDO EL MONTO CONSTANTEMENTE SIN QUE TENGA UNO QUE REGRESAR AL FINAL PARA VER EL MONTO TOTAL
11/03/2023 05:06,4,Es algo lenta y tarda en cargar al 100 el contenido
11/03/2023 04:54,8,La página a veces es confusa
11/03/2023 04:49,8,facil de usar pero necesita mayores opciones para editar las maletas por pasajero en lugar de hacerlo grupal
11/03/2023 04:48,5,Es muy confuso todo y todo se incrementa
11/03/2023 04:39,1,"es muy complicado hacer la reservación, las cantidades nunca concuerdan, cobran casi casi por respirar, las tarifas de los asientos son unas de ida y otras de regreso, la verdad no es nada amigable su página y menos para adultos mayores"
11/03/2023 04:36,8,bueno
11/03/2023 04:31,2,"El hecho que agreguen cosas como asientos automáticamente a un costo adicional o seguros antes de realizar la compra es truculento y deshonesto, las personas que no estén familiarizadas con el sitio web caerán en sus garras, muy decadente y sucio de su parte"
11/03/2023 04:28,0,"he comprado tres vuelos seguidos y no me ha dejado usar el servicio viva fan, pesima experiencia"
11/03/2023 04:25,7,OFRECIENDO TODOS LOS ADICIONALES JUNTOS
11/03/2023 04:21,8,Hay menús que son confusos
11/03/2023 04:19,8,no encontré opciones para agregar mascotas
11/03/2023 04:18,2,mas sencilla y clara
11/03/2023 04:16,4,"no me dio la opcion de meses sin intereses, el cobro de los asientos, es algo engañoso"
11/03/2023 04:07,1,no
11/03/2023 03:59,0,Mejor atencion al cliente!!
11/03/2023 03:52,6,Bajar los precios de equipaje e incluir el TUA dentro del costo real del vuelo
11/03/2023 03:46,8,no insistir tanto con las compras de los extras
11/03/2023 03:39,8,"mejoren la interfaz, es lenta en Chrome. muchos pasos"
11/03/2023 03:28,0,no meter cosas acultas
11/03/2023 03:25,0,"no puedo ingresar a mi cuenta vivafan, lento en cargar, se sale de mi sesion antes de que transcurra el tiempo"
11/03/2023 03:14,0,pesimo servicio te cobran todo y en cancelaciones no dan la cara
11/03/2023 03:14,5,AGILIZAR FORMA DE PAGO
11/03/2023 03:11,8,"EN LA SELECCION DE ASIENTOS MARCA CERO Y CUANDO SELECCIONAS CAMBIA Y MARCA UNA TARIFA, CONFUNDE"
11/03/2023 03:08,3,muy lenta
11/03/2023 02:45,5,no suban los precios con 24 horas de diferencia
11/03/2023 02:25,8,"muy bien, pero quiero saber como acumular puntos."
11/03/2023 02:25,8,"Tengo que pasar muchos CONTINUAR, me confunde que esta pasando de una ventana a otra."
11/03/2023 02:10,8,no cambiando los porecios al momento de pagar
11/03/2023 02:06,6,Menos opciones de opciones y costos adicionales
11/03/2023 02:04,7,"Es dificil quitar el seguro que debería ser ""opcional"""
11/03/2023 02:03,0,NO PUEDO REALIZAR EL PAGO
11/03/2023 02:01,8,"ser mas especifico en sus adicionales, por que se selleccionan ciertos servicios, y los tengo que quitar,"
11/03/2023 02:00,1,engañan con sus precios
11/03/2023 01:58,8,no son tan claras las instrucciones para los beneficios
11/03/2023 01:55,8,"Evitar tantos elementos de cobro por aparte, mejor oclocarlos todos juntos desde inicio"
11/03/2023 01:43,6,habilitando otyras opciones de pago
11/03/2023 01:35,8,mas  Agil
11/03/2023 01:33,8,"comienza un precio y hay que ponerle cada aspecto, del original aumenta al sextuple, es tardado"
11/03/2023 01:22,8,Incluir el TUA en costo original.
11/03/2023 01:19,8,BOTON DE PAUSA PATA NO EMPEZAR LA RESERVA DESDE CERO...   QUE LOS ASIENTOS NO SEAN UN PROBLEMA ELEGIR Y MEJOR PRECIO EN LOS MISMOS... SI O SI ME TIENEN QUE DAR ASIENTO.. NO VOY A IR PARADO.. SI QUIEREN COGERNOS ELIGIENDO UNO Y PAGANDO... DEN A MEJOR PRECIO
11/03/2023 01:18,6,El precio total desde el comienzo
11/03/2023 01:15,4,demasiados pasos
11/03/2023 01:13,8,ok
11/03/2023 01:06,5,que sea mas fácil para comprar los boletos
11/03/2023 00:58,2,Sistema no sirve
11/03/2023 00:53,8,Sin cobros adicionales
11/03/2023 00:46,8,Claridad en los costos
11/03/2023 00:43,7,QUITEN EL SEGURO DE REEMBOLSO. ES MUY DIFICIL DE ENCONTRAR ESA SECCION PARA PODERLO QUITAR.
11/03/2023 00:36,8,NECESITAN SER CLARO EN LOS CARGOS ADICIONALES
11/03/2023 00:32,8,quiten la direccion de la tarjeta
11/03/2023 00:30,2,"MUY MAL SERVICIO TELEFONICO Y LA PLATAFORMA NO ME DEJABA COMPRAR CON LA TARJETA, Y ME CAMBIARON LA TARIFA 3 VECES EN 2 DIAS"
11/03/2023 00:26,2,Systema no funciona
11/03/2023 00:14,8,dejando al margen derecho  siempre visible el monto acumulado del total del viaje
11/03/2023 00:05,5,Aceptar American Express. Son de los pocos que dicen que la aceptan pero nunca pasa con ustedes.
11/03/2023 00:03,6,"Te aplican precargo de ""protección total"" cuando uno no la selecciono, tuve que llamar por teléfono para que me explicaran que al final se puede eliminar este cargo; de igual forma el vuelo termino saliendo algunos miles mas caro vs lo que refleja al agregar asientos que forzosamente tienen cargo y tua lo que cambia totalmente el presupuesto realizado previamente."
11/03/2023 00:00,4,tarda mucho la paguina
10/03/2023 23:59,2,"No colocando tan poco tiempo, facilidad en el manejo y agregar demasiada informacion extra que no es necesaria estar ofertando"
10/03/2023 23:58,5,"el sistema pone muchos pasos de seguimiento para completar la compra, el tiempo de reserva es corto y no respetan lo precios establecidos aumentando exponencialmente su valor."
10/03/2023 23:58,5,Es muy complicada.
10/03/2023 23:51,0,no funciona el metodo de pago
10/03/2023 23:48,0,NO DEJA PAGAR
10/03/2023 23:42,1,Malisima
10/03/2023 23:36,7,SIN TANTOS CDOSTOS OCULTOS
10/03/2023 23:32,2,too many extra stuff that you have to fulfill
10/03/2023 23:26,8,la pagina dio error en el primer intento de compra
10/03/2023 23:20,1,pesima y enredada
10/03/2023 23:20,7,no acepta mi tarjeta
10/03/2023 23:18,8,"el reembolso total me lo cobraban automáticamente, decía que estaba en la pestaña de adicionales y no era así, estaba al final junto antes de pagar"
10/03/2023 23:16,8,M
10/03/2023 23:15,0,su carrito borra el CVV cuando se le hace click al pago. Que estuupidez total
10/03/2023 23:14,8,MUCHOS ANUNCIOS
10/03/2023 23:09,8,"Me gusta que puedas elegir cosas para cada pasajero, pero tiene muchos trucos que debes estar atento."
10/03/2023 23:08,8,He comprado vuelos con ustedes de $1 y los cancelan días o semanas antes.
10/03/2023 23:08,6,Tine problemas aveses
10/03/2023 23:07,8,EL NO ACTIVAR EL REEMBOLSO TOTAL SIN QUE UNO LO PIDA
10/03/2023 22:44,0,"solo compre el boleto porq tenia un balance con uds, pero el servicio es pesimo"
10/03/2023 22:43,0,no medeja hacer el pago
10/03/2023 22:38,7,Se estuvo trabando varias veces al concretar la compra y me hizo perder tiempo en el cual el precio aumento
10/03/2023 22:36,1,Muy dificil que pase la tarjeta de credito y en esta ocasion que solicite pago en OXXO tampoco se pudo. Pesimo el sisitema de cobro en la pagina
10/03/2023 22:34,1,TRES INTENTOS DE PAGO CON DIRENTES TARJETAS Y NO ACEPTO NINGUNA
10/03/2023 22:25,0,"Todo esta disenado para que el cliente se equivoque y agregue mas seguros, mas paquetes mas todo. Es CERO amigable"
10/03/2023 22:16,8,"NO ABUSANDO TANTO, LAS OFERTAS SON TODO UN ENGAÑO"
10/03/2023 22:13,8,OK
10/03/2023 22:06,0,"no deja pagar directamente con las tarjetas, hay que pagar con paypal o kueski yo intente con 3 tarjetas diferentes y con ninguna me djeo pagar"
10/03/2023 22:02,8,VIVA FAN NO MENSUAL SI NO ANUAL COMO ANTES
10/03/2023 22:01,3,No aceptan las tarjetas pésima experiencia tuve que pagar a fuerza con Paypal
10/03/2023 21:53,1,muy mala experiencia y configuración
10/03/2023 21:50,1,"SON MUCHO CARGOS, ME CONFUNDEN"
10/03/2023 21:45,5,..
10/03/2023 21:44,8,Agregadon el costo de los asientos al precio del vuelo
10/03/2023 21:42,7,PONER LA TARIFA DEL TUA ANTES
10/03/2023 21:38,7,SE PUEDE MEJORAR EN VARIOS SENTIDOS
10/03/2023 21:17,6,PONGAN LOS PRECIOS TOTALES
10/03/2023 21:17,8,"Equipaje documentado es de muy poco peso, con tu competencia por default tengo 25 kgs."
10/03/2023 21:12,7,"MUCHA PUBLICIDAD O COSAS PARA COMPRAR, ES ETERNO EL PROCESO."
10/03/2023 21:02,0,su pagina esta medio jodida
10/03/2023 20:56,7,No agreguen cargos que no se eligen
10/03/2023 20:54,8,bien
10/03/2023 20:54,0,NO HAY MANERA
10/03/2023 20:43,7,"SON DEMASIADAS LAS OPCIONES Y TODO SUBE AL PRECIO DEL BOLETO.DEJENLO SIMPLE Y SIN TANTAS TARIFAS EXTRAS."
10/03/2023 20:43,6,"Muchas opciones adicionales, sigue y sigue etc"
10/03/2023 20:42,7,NO pueden cambiar los precios si uno ya esta haciendo la asignación de asientos y detalles de los pasajeros
10/03/2023 20:40,5,no obliguen a pagar el seguro que al final no quieren pagar y ustedes activan la casilla en automatico.
10/03/2023 20:39,3,Demasiadas preguntas
10/03/2023 20:35,5,agregar cargos en su momento son muchas aplicaciones y cargos adicionales cuando lo pueden hacer en inicio
10/03/2023 20:28,8,mas accecible y rapidez.
