Date,nps,ComoMejorar
30/03/2023 04:32,10,software amigable
30/03/2023 03:53,10,por que se puede hacer todo desde el portal
30/03/2023 03:51,10,por la accesibilidad
30/03/2023 03:38,10,Efectividad
30/03/2023 03:21,10,bueno
30/03/2023 03:20,10,por ser efIcentes
30/03/2023 02:57,10,Son economicos
30/03/2023 02:14,10,POR SU SERVICIO
30/03/2023 02:11,10,…..
30/03/2023 01:52,10,ES FACIL REALIZAR CAMBIOS
30/03/2023 01:39,10,MUY EFICIENTE
30/03/2023 01:25,10,"facil,accesible"
30/03/2023 01:04,10,MUY SENCILLO EL PROCESO
30/03/2023 00:46,9,TB
30/03/2023 00:28,10,Excelente servicio
30/03/2023 00:01,10,BUEN SERVICIO
29/03/2023 23:56,10,ES MUY AMIGABLE
29/03/2023 23:42,10,Porque vuelan al AIFA
29/03/2023 23:24,10,excelente servicio
29/03/2023 23:10,10,"Practico, rápido, y costo razonable por el cambio"
29/03/2023 23:05,9,ESTA BUEN PRECIO
29/03/2023 22:37,9,.
29/03/2023 22:25,10,SERVICIO
29/03/2023 22:17,9,Muy ágil el proceso
29/03/2023 22:03,10,Excelente
29/03/2023 21:52,10,si
29/03/2023 21:43,10,La plataforma es entendible y fácil de usar
29/03/2023 21:19,10,La aplicación se me hizo muy amigable y fácil de entender
29/03/2023 20:58,10,Por buenos
29/03/2023 20:45,10,MUY CLARA LA PÁGINA Y BUENOS PRECIOS
29/03/2023 20:25,10,SERVICIO EXTRAS Y ATENCION
29/03/2023 20:20,9,practico
29/03/2023 20:09,9,POR LA RUTA QUE USO ES LA Q LLEVA DIRECTO Y SIN ESCALAS
29/03/2023 20:08,10,PRECIO Y ATENCIÓN
29/03/2023 20:08,10,Fue fácil y rápido hacer los cambios.
29/03/2023 19:55,9,Fue sencillo
29/03/2023 19:30,10,EXCENTE SERVICIO
29/03/2023 19:30,9,rapido
29/03/2023 19:01,10,claro y rapido la atencion
29/03/2023 18:47,10,Es muy fácil el proceso
29/03/2023 18:44,10,like
29/03/2023 18:26,10,ME ENCANTA LA SOLUCIONES RAPIDAS
29/03/2023 18:08,10,SERVICIO
29/03/2023 17:57,9,sin comentarios
29/03/2023 17:52,10,ES SENCILLO GENERAR CAMBIOS
29/03/2023 17:47,10,RAPIDO Y EFICIENTE
29/03/2023 17:37,10,por su buen servicio
29/03/2023 17:23,9,Me gustó que pude asignar asiento después de que había hecho la reservación
29/03/2023 17:12,10,RAPIDEZ
29/03/2023 17:09,10,Muy accesible y entendible todo el proceso
29/03/2023 16:51,10,Porque es muy facil en linea
29/03/2023 16:46,9,TODO BIEN
29/03/2023 15:54,10,.
29/03/2023 15:48,10,proceso agil
29/03/2023 15:45,10,simn
29/03/2023 15:30,10,BUEN SERVICIO
29/03/2023 15:15,10,fue muy facil realizar el cambio
29/03/2023 06:36,9,servicios en linea
29/03/2023 06:00,9,BUENOS PRECIOS
29/03/2023 04:26,10,RAPIDO SERVICIOS
29/03/2023 03:54,10,siempre me ahorra tiempo
29/03/2023 03:51,10,Es muy buen servicio
29/03/2023 03:38,10,Facilidad de uso
29/03/2023 03:32,10,excelente servicio en linea
29/03/2023 03:20,10,rápido y facil de usar
29/03/2023 03:02,10,serviiio
29/03/2023 02:45,10,.
29/03/2023 02:44,10,Siempre he tenido buenas experiencias por el servicio y atención
29/03/2023 02:24,10,Muy agil el servicio y reservacion
29/03/2023 02:22,9,Fue rápido y sencillo
29/03/2023 02:21,10,buen servicio
29/03/2023 02:03,10,ME GUSTA EL SERVICIO Y LA FACILIDAD DE LA PAGINA
29/03/2023 01:56,9,FACIL
29/03/2023 01:15,10,amables
29/03/2023 01:07,10,PORQUE FUE MUY SENCILLO HACERLO
29/03/2023 00:48,10,Rapidez y efectividad
29/03/2023 00:42,10,lo mejor
29/03/2023 00:06,9,SON MEJOR QUE VOLARIS
29/03/2023 00:04,10,RAPIDO Y SENCILLLO
29/03/2023 00:01,10,DAN LA OPORTUNIDAD DE VIAJAR CON TARIFAS PROMOCIONALES
28/03/2023 23:44,9,Execente manera de cambiar vuelos
28/03/2023 23:27,10,FF
28/03/2023 23:19,10,efectivos
28/03/2023 23:12,10,muy accesible
28/03/2023 23:07,10,MUY BUEN SERVICIO
28/03/2023 23:05,10,ok
28/03/2023 23:04,10,Por la eficacia de su pagina.
28/03/2023 22:55,10,SERVICIO
28/03/2023 22:08,10,es muy facil
28/03/2023 21:59,10,rapido
28/03/2023 21:59,10,MUY AGIL
28/03/2023 21:52,10,super
28/03/2023 21:52,10,MUY RAPIDO Y LAS INDICACIONES SUPER CLARAS
28/03/2023 21:37,10,muy accesibles
28/03/2023 21:23,10,Es ágil y claro.
28/03/2023 21:17,10,TODO BIEN Y FACIL
28/03/2023 20:51,10,POR SU FLEXIBILIDAD
28/03/2023 20:34,10,VUELOS BARATOS
28/03/2023 20:01,10,muy buen servicio
28/03/2023 19:52,10,EXCELENTE ATENCION
28/03/2023 18:47,10,CALIDAD EXCELENTE
28/03/2023 18:37,9,cambios rapidos y efectivos
28/03/2023 18:11,10,.
28/03/2023 17:55,10,es muy facil !!!
28/03/2023 17:55,10,si
28/03/2023 17:50,10,BUEN SERVICIO
28/03/2023 17:40,9,han mejorado
28/03/2023 17:18,10,facilidad en tramites
28/03/2023 17:08,10,Porque es muy fácil hacer los cambios en el portal.
28/03/2023 17:03,10,excelente servicio
28/03/2023 17:00,10,FUE MUY SENCILLO Y ECONÓMICO
28/03/2023 16:18,10,excelente
28/03/2023 15:43,10,puedes seleccionar el tiempo y la manera
28/03/2023 15:39,10,ES MAS RAPIDO Y SEGURO
28/03/2023 14:57,10,Buen servicio
28/03/2023 14:43,10,BUENO
28/03/2023 14:26,10,RAPIDO Y CONFIABLE
28/03/2023 14:09,10,MUY RAPIDO Y FACIL
28/03/2023 05:44,10,Lo facil y rapido
28/03/2023 05:35,10,Gracias
28/03/2023 05:00,10,Cambios sin costo y portal de fácil uso
28/03/2023 04:57,9,sencillo
28/03/2023 04:29,10,PERFECTO
28/03/2023 04:27,10,MUY FACIL
28/03/2023 04:14,9,FACILIDAD DE USO
28/03/2023 04:06,10,buen trato
28/03/2023 03:55,10,bien
28/03/2023 03:18,10,FACIL Y RAPIDO
28/03/2023 03:04,10,SERVICIO
28/03/2023 03:02,9,AMIGABLE LA OPERACION CON EL SISTEMA
28/03/2023 02:55,10,rapido y sin problema
28/03/2023 02:14,10,GRACIAS
28/03/2023 02:02,9,EL PROGRAMA CON HSBC ES BUENO
28/03/2023 02:02,10,AGIL Y SENCILLO
28/03/2023 02:01,10,MUY RAPIDO
28/03/2023 01:12,9,Excelente
28/03/2023 01:07,9,POR SER LA AEREOLINA CON MAS PROMOCIONES Y BUEN SERVICIO
28/03/2023 01:02,10,SERVICIO
27/03/2023 23:49,9,buen servicio en la pagina
27/03/2023 23:48,10,facil
27/03/2023 23:44,10,Muy facil hacer el cambio
27/03/2023 23:24,10,Es muy rápido y confiable
27/03/2023 23:21,10,Muy facil de agendar
27/03/2023 22:56,10,RAPIDO
27/03/2023 22:42,9,practicidad
27/03/2023 22:41,10,Rapido
27/03/2023 21:53,10,POR SUS EXCELENTES TARIFAS QUE PERMITEN VIAJAR A CUALQUIERA
27/03/2023 21:43,10,MUY FACIL Y RAPIDO
27/03/2023 21:24,10,EFICIENTE
27/03/2023 21:05,10,es muy practico
27/03/2023 20:53,10,seguro y rapido
27/03/2023 20:42,10,EXCELENTE SERVICIO
27/03/2023 20:40,9,Es muy facil y amigable.
27/03/2023 20:06,10,"porque es fácil, rápido y funcional"
27/03/2023 20:05,10,Fácil y rápido
27/03/2023 19:47,10,SERVICIO
27/03/2023 19:46,9,Nomas
27/03/2023 19:36,10,Fue sencillo
27/03/2023 19:34,10,informacion clara y rapidos
27/03/2023 19:28,10,Eficaz
27/03/2023 19:02,9,POR LA FACILIDAD
27/03/2023 18:32,9,"En la confirmacion de selección de la forma de viajar (zero, ligth, extra, etc), el orden de los botones es antiintuitivon y puede llevar a equivocaciones ocasionando pagar mas de lo necesario"
27/03/2023 18:24,10,Porque quiero y puedo.
27/03/2023 18:16,10,eficiente
27/03/2023 18:12,10,EXCELENTE SERVICIO
27/03/2023 18:00,9,RAPIDEZ
27/03/2023 17:44,10,POR PRECIO
27/03/2023 17:23,9,EL cambio me costo y se supone que tengo derecho a algunis cambios
27/03/2023 16:52,10,Es fácil y práctico
27/03/2023 16:23,10,POR SUS PRECIOS
27/03/2023 16:17,9,POR LO FACIL DE ACCESAR Y UTILIAZR
27/03/2023 16:09,10,Es facil
27/03/2023 16:08,10,es muy amigable la pagina en su navegacion
27/03/2023 16:07,10,MUY AMIGABLE SERVICIO
27/03/2023 16:00,10,Buen servicio
27/03/2023 15:48,10,ESTA MUY BUENA LA PAGINA Y FACIL DE USAR
27/03/2023 15:34,10,SON UNOS CHINGONES!!!
27/03/2023 15:28,10,Por que la relación calidad-precio es la mejor del mercado.
27/03/2023 14:30,10,MUY PRACTICA
27/03/2023 13:57,9,Porque han sido eficaces
27/03/2023 08:56,10,Muy bien explicado tofo
27/03/2023 06:34,10,pagina intuitiva
27/03/2023 06:23,10,SERVICIO RAPIDO Y CLARO
27/03/2023 06:13,10,FUE RAPIDO Y ENTENDIBLE
27/03/2023 05:24,9,Porque es más rápido de hacer los cambios no tardas nada
27/03/2023 04:29,10,muy facil
27/03/2023 04:28,10,OK
27/03/2023 04:21,9,muy sencillo e intuitivo
27/03/2023 04:10,10,facilidad en el acceso
27/03/2023 03:55,10,por sencillo y seguro de realizar
27/03/2023 02:59,9,Es ágil y sencillo
27/03/2023 02:27,9,servicio y precio!
27/03/2023 01:47,10,POR BUENA ATENCIÓN
27/03/2023 01:21,10,excelente
27/03/2023 00:57,10,"ME ENCANTA VOLAR POR VIVAEROBUS, HA MEJORADO MUCHÍSIMO SU SERVICIO TANTO EN EL AIRE COMO EN TIERRA"
27/03/2023 00:49,10,Sencillo y rapido
27/03/2023 00:24,10,muy practica su pagina
27/03/2023 00:15,10,Siempre y cuando me traten bien.
26/03/2023 23:52,10,por accesibles
26/03/2023 23:03,10,Parque les muy amigable la plataforma y fácil de utilizar
26/03/2023 23:02,10,Por su amabilidad y paciencia en cada llamada
26/03/2023 22:55,10,rápido
26/03/2023 22:54,10,FACILIDAD
26/03/2023 22:41,10,Gracias
26/03/2023 22:33,10,precios accesibles
26/03/2023 22:30,9,muy facll hacer todo
26/03/2023 22:27,10,Fue facil!
26/03/2023 22:25,9,SERVICIO
26/03/2023 21:42,10,economico
26/03/2023 20:34,10,Muy practico
26/03/2023 20:32,10,eficiente
26/03/2023 20:23,10,FACIL
26/03/2023 20:09,10,PORQUE ES MUY SENCILLO Y QUE NOS AHORRA MUCHISIMO TIEMPO EL PODER HACER UNO MISMO LOS AJUSTES QUE NECESITAMOS AL MOMENTO
26/03/2023 19:55,10,Sencillo y practico
26/03/2023 19:38,10,Rapidez
26/03/2023 19:17,10,me fue fácil hacer el trámite que deseaba realizar
26/03/2023 19:03,10,excelente linea
26/03/2023 18:47,9,Facilidad
26/03/2023 18:20,10,por que es muy claro el proceso no es enredoso
26/03/2023 18:20,10,porque es muy fácil y rapido
26/03/2023 18:08,10,exelente
26/03/2023 17:58,10,Facilidad para encontrar lo que necesito.
26/03/2023 17:12,10,MUY SENCILLO Y RAPIDO
26/03/2023 17:04,10,rapidez
26/03/2023 16:48,9,tiempo y costos
26/03/2023 16:42,10,Muy sencillo
26/03/2023 15:59,9,SERVICIO
26/03/2023 15:54,9,Rapidez
26/03/2023 15:43,10,PROCESO AMIGABLE
26/03/2023 13:39,10,Porque hasta ahorita a sido muy fácil comprar los boletos y hacer cambios de día y hora de vuelo!
26/03/2023 09:11,10,POR LA ECONOMIA Y SEGURIDAD
26/03/2023 05:30,9,Muy buena opción para cambiar vuelos
26/03/2023 04:30,10,BUEN SERVICIO
26/03/2023 04:09,10,RELATIVAMENTE FACIL
26/03/2023 03:59,10,barato
26/03/2023 02:12,9,Por las facilidades en los vuelos y el pago
26/03/2023 01:23,10,Es rápido y confiable.
26/03/2023 01:10,10,Muy rapido
26/03/2023 00:36,10,muy facil
26/03/2023 00:25,10,"En mi caso, por que es la manera de obtener los beneficios de la tarjeta HSBC Viva Plus"
26/03/2023 00:21,10,BUEN SERVICIO
26/03/2023 00:15,10,me gustan sus costos y facilidad para comprar
26/03/2023 00:01,10,CALIDAD ALTA
25/03/2023 22:54,10,gracias por su servicio
25/03/2023 22:47,10,es muy rapido
25/03/2023 21:37,10,POR DAR UN BUEN SERVICIO
25/03/2023 21:27,10,FACILIDAD
25/03/2023 21:09,10,por su excelente servicio
25/03/2023 21:00,9,Facil
25/03/2023 20:59,9,AGILIDAD EN EL PROCESO
25/03/2023 20:37,10,Muy sencillo
25/03/2023 19:56,10,Facil
25/03/2023 19:39,9,Por muchas
25/03/2023 18:59,10,Oportuno y ràpido
25/03/2023 18:21,10,SUPER AMIGABLE SU PAGINA
25/03/2023 17:59,10,SIN PROBLEMAS
25/03/2023 17:39,10,servicio
25/03/2023 17:27,9,rapidez en la pagina
25/03/2023 17:20,10,EXITO
25/03/2023 17:14,9,ok
25/03/2023 15:51,9,manden email de confirmación
25/03/2023 15:43,9,ECONOMIA Y CONFIABILIDAD
25/03/2023 15:14,10,SON EXCELENTES
25/03/2023 15:10,10,proceso agil
25/03/2023 13:58,10,muy viable
25/03/2023 04:02,10,no
25/03/2023 03:52,9,los recomendaria por la facilidad que ofrecen en servicio sin complicaciones
25/03/2023 01:04,10,Por sus precios
25/03/2023 00:54,10,Por precios y servicios
24/03/2023 23:41,9,P
24/03/2023 22:38,10,PRACTICO EL CAMBIO DE VUELO GRACIAS
24/03/2023 22:27,10,facil acceso y muy dinamico
24/03/2023 22:09,10,CLARO SENCILLO
24/03/2023 21:27,10,SUPER RPECIO
24/03/2023 21:16,10,Todo muy sencillo
24/03/2023 21:06,10,Porque fue fácil
24/03/2023 21:04,10,Súper fácil
24/03/2023 20:56,9,ES MUY PRACTICO
24/03/2023 20:13,10,EFICIENTE
24/03/2023 20:10,9,"excelente plataforma, aunq con algunos problemas de conexión en ocasiones"
24/03/2023 20:09,10,Muy fácil el proceso
24/03/2023 19:46,10,MUY FACIL DE MANEJAR LOS CAMBIOS
24/03/2023 18:54,10,Es muy sencillo de hacer todo en linea.
24/03/2023 18:54,10,GRACIAS
24/03/2023 18:28,10,porque si
24/03/2023 17:30,10,súper fácil
24/03/2023 17:19,10,Buen servicios
24/03/2023 17:18,10,por el mejor servicio
24/03/2023 17:10,10,Fué sencillo y rápido
24/03/2023 16:46,10,Excelente Servicio
24/03/2023 16:28,10,TE RECUERDA Y PUEDES APROVECHAR MENOR PRECIO
24/03/2023 16:05,10,Fue muy fácil y práctico
24/03/2023 15:59,9,fue muy fácil
24/03/2023 15:25,9,FACIL DE RESERVAR
24/03/2023 15:23,10,si
24/03/2023 14:36,10,Facil y rapido
24/03/2023 14:22,10,Muchas Gracias VivaAerobus es la mejor linea area de México Gracias!!!
24/03/2023 14:12,10,POR LOS VUELOS DIRECTOS
24/03/2023 13:55,10,POR SI SERVICIO
24/03/2023 06:47,9,"simple, podria mejorar no tener cargos adicionales"
24/03/2023 06:38,9,BUEN SERVICIO
24/03/2023 05:29,10,TODO BIEN Y FACIL
24/03/2023 05:19,10,facil de entender y usar
24/03/2023 04:41,10,FACILIDAD PARA REALIZAR LA RESERVACION Y CAMBIOS
24/03/2023 04:01,9,"muy rapido y eficiente, mucha claridad"
24/03/2023 03:59,9,Muy amigable y fácil de usar
24/03/2023 03:55,10,por todo
24/03/2023 03:32,10,Agilidad en el proceso
24/03/2023 03:21,10,EXCELENTE SERVICIO
24/03/2023 03:08,10,muy fácil
24/03/2023 02:35,10,falta facilidad en app les recomiendo un programador que sepa de ux
24/03/2023 01:32,10,Facilidad en la página
24/03/2023 00:43,10,Basico bro
24/03/2023 00:27,9,Facil y rapido
24/03/2023 00:23,10,GRACIAS POR EL EXCELENTE SERVICIO
24/03/2023 00:16,10,si
24/03/2023 00:02,10,BUEN SERVICIO
23/03/2023 23:56,10,por excelente chamba
23/03/2023 23:31,10,excelente servicio
23/03/2023 22:47,10,MUY EFICAZ
23/03/2023 22:22,10,ELIAS EN SERVICIO AL CLIENTE ME AYUDO MUY AMABLEMENTE HACER ESTE PAGO MIL GRACIAS
23/03/2023 22:17,9,ES BASTANTE RAPIDO SI YA TIENES CUENTA.
23/03/2023 21:16,10,"Porque a pesar de ya tener check in, el cambio se puede hacer en su pag y muy facil, FELICIDADES!! en ninguna aerolínea mas se puede."
23/03/2023 21:11,10,Es sencillo y rápido
23/03/2023 21:01,10,Excelente servicio
23/03/2023 20:55,10,BUENA ATENCION
23/03/2023 20:51,10,excelente
23/03/2023 20:32,10,Sencillo y amigable.
23/03/2023 20:30,9,Fue sencillo
23/03/2023 19:54,10,MUY BIEN
23/03/2023 19:30,10,es practica
23/03/2023 19:27,10,TODO BIEN
23/03/2023 19:02,10,Muy fácil y rápido la reserva
23/03/2023 18:46,10,POR EL EXCELENTE SERVICIO
23/03/2023 18:41,10,"precio, rutas y facilidad de tramites"
23/03/2023 18:36,10,SI
23/03/2023 18:27,10,precio
23/03/2023 18:22,10,por tener las mejores opciones
23/03/2023 18:00,10,rapido
23/03/2023 17:59,10,:)
23/03/2023 17:34,10,Rapidez
23/03/2023 17:11,10,muy facil de hacer
23/03/2023 17:09,10,TODO BIEN
23/03/2023 16:46,10,Es un poco tardado pero eficiente
23/03/2023 16:41,10,Fácil y rápido
23/03/2023 16:34,10,bueno todo
23/03/2023 16:27,10,muy facil
23/03/2023 16:22,10,El proceso es fácil y muy rápido
23/03/2023 15:58,10,el servicio
23/03/2023 15:57,10,FACIL AMIGABLE
23/03/2023 15:44,10,EXCELENTE
23/03/2023 15:26,10,Es sencillo
23/03/2023 15:14,9,ME COMPLICARON EL CAMBIO DE VUELOO
23/03/2023 15:10,10,EXCELENTE SERVICIO
23/03/2023 15:09,10,excelente
23/03/2023 14:30,10,Fácil y rápido
23/03/2023 12:02,9,ES RAPIDO TODO AUNQUE EL COBRO DE MALETAS A PARTE NO ME PARECE CONSIDERADO
23/03/2023 10:36,9,viajo seguido con ustedes
23/03/2023 08:06,9,Facilidad de la pagina
23/03/2023 07:43,10,facil de accesar
23/03/2023 07:23,9,Es sencillo
23/03/2023 05:52,9,ok
23/03/2023 05:25,10,ES MUY FACIL ACCESAR Y UTILIZAR LA PLATAFORMA
23/03/2023 04:49,10,MUY FACIL E INTUITIVO
23/03/2023 04:43,10,Buena interfaz y usabilidad
23/03/2023 04:41,10,rapido por teléfono llevaba 48 min y no me contestaron nunca
23/03/2023 04:31,10,estuvo sencillo el proceso
23/03/2023 04:13,9,Buen trato no ha habido demoras en los vuelos
23/03/2023 03:43,10,Muy agil
23/03/2023 03:36,10,muy eficaz
23/03/2023 03:15,9,por precio
23/03/2023 03:15,9,dan opciones de pago
23/03/2023 03:14,10,por agil
23/03/2023 03:08,9,Fácil
23/03/2023 01:56,10,Exelente Aerolinea
23/03/2023 01:54,10,facilidad de uso!
23/03/2023 01:45,10,Es intuitivo y rápido
23/03/2023 01:37,10,por los cambios permitidos
23/03/2023 01:19,9,BUENO
23/03/2023 01:05,10,EXCELENTE SERVICIO
23/03/2023 00:51,10,Pagina web muy eficiente
23/03/2023 00:48,10,PRECIO ATENCION
23/03/2023 00:41,10,todo ok
23/03/2023 00:38,10,muy facil de hacer el cambio de itinerario
23/03/2023 00:33,10,POR EL CAMBIO QUE ME DEJARON HACER
23/03/2023 00:13,10,FACILIDAD EN LOS PROCESOS
22/03/2023 23:55,10,Facilidad de uso y rapidez
22/03/2023 23:54,10,facil de usar la pagina
22/03/2023 23:39,10,MUY FLEXIBLE LA PAGINA
22/03/2023 23:29,9,"Es un sitio seguro y confiable para hacer reservaciones, y el procesador es rápido, muy buen servicio"
22/03/2023 23:10,9,Es muy conveniente
22/03/2023 23:06,10,EFICIENTE
22/03/2023 22:32,10,TODO BIEN
22/03/2023 22:10,9,practicos
22/03/2023 21:56,10,muy buen servicio
22/03/2023 21:52,10,es muy sencillo el procedimiento
22/03/2023 21:19,10,muy practico
22/03/2023 21:19,9,Excelente atención
22/03/2023 21:04,10,efecitvo el cambio de fecha en linea
22/03/2023 21:00,10,todo bien y rapido en la pagina web
22/03/2023 20:56,10,SENCILLO DE USAR
22/03/2023 20:43,10,HAN MEJORADO MUCHISIMO.. FELICIDADES
22/03/2023 20:14,10,MUY FACIL DE MODIFICAR LA RESERVA
22/03/2023 20:14,10,facil de uras
22/03/2023 20:10,10,LA APP ES MUY AMIGABLE. ME ENCANTA PODER HACERLO TAN FACIL Y RAPIDO
22/03/2023 20:09,10,ES EFECTIVO
22/03/2023 20:07,10,Es un proceso fácil y nada tedioso.
22/03/2023 19:58,9,BUENOS PRECIOS
22/03/2023 19:50,10,PÁGINA AMIGABLE
22/03/2023 19:49,10,Flexibilidad en cambio de horario
22/03/2023 19:34,10,gracias
22/03/2023 19:32,10,bien
22/03/2023 19:17,10,Excelente plataforma de reservaciones
22/03/2023 18:55,10,POR QUE ES MAS FACIL HACER EL TRAMITE EN LINEA
22/03/2023 18:31,9,..
22/03/2023 17:15,10,Rápido y sencillo
22/03/2023 17:11,10,rapido y seguro
22/03/2023 17:03,10,gracias
22/03/2023 16:43,10,BENDICIONES
22/03/2023 16:28,9,:) POR EFICIENTES
22/03/2023 16:21,10,si
22/03/2023 16:19,10,Facilidad del proceso
22/03/2023 16:02,10,porque todo lo puedo hacer sencillo
22/03/2023 15:41,9,POR EL BUEN SERVICIO
22/03/2023 15:35,10,"EL NAVEGAR DENTRO DE LA PAGINA ES FACIL, SENCILLO Y BIEN EXPLICADO."
22/03/2023 15:11,9,OK
22/03/2023 15:07,10,Entendible y muy rápido
22/03/2023 14:46,10,Un proceso muy fácil y amigable.
22/03/2023 14:31,10,FACILIDAD EN CAMBIO DE ITINERARIOS
22/03/2023 13:47,9,HAY MUCHA FLEXIBILIDAD E INFORMACION FACIL
22/03/2023 12:11,9,Facilidad
22/03/2023 07:28,10,efectivo
22/03/2023 06:37,10,por la agilidad
22/03/2023 05:52,10,los amo
22/03/2023 05:19,10,EXCELENTE SERVICIO
22/03/2023 05:11,10,facilidad de la aplicacion
22/03/2023 04:42,10,POR SU ACCESIBILIDAD
22/03/2023 03:58,10,Cambio de vuelo sencillo
22/03/2023 03:52,10,Muy facil
22/03/2023 03:31,10,Por que el servicio es muy práctico de utilizar.
22/03/2023 03:28,9,fue facil y practico
22/03/2023 03:11,9,BUENA TARJETA
22/03/2023 02:23,10,Mug facil
22/03/2023 02:02,10,best change flight experience I've ever had!
22/03/2023 01:44,10,GRAN DISPONIBILIDAD EN CAMBIOS DE VUELOS
22/03/2023 01:43,10,PORQUE ES LO MAS BARATO QUE EXISTE EN MEXICO EN
22/03/2023 01:36,10,muy bien
22/03/2023 01:28,10,excelente
22/03/2023 00:22,10,TODO MUY FACIL Y ACCESIBLE
22/03/2023 00:15,9,OK
22/03/2023 00:10,10,muy facil de hacer
21/03/2023 23:57,10,"Fue fácil y rápido, me gustaría que se pudiera agregar otro pasajero en la misma reserva por esta misma vía"
21/03/2023 23:01,10,Portal amigable
21/03/2023 22:38,9,FÁCIL DE MANEJAR
21/03/2023 22:20,10,por lo puntos doters
21/03/2023 22:12,10,Es muy sencillo realizar estos cambios.
21/03/2023 21:42,9,es poco amigable para personas mayores
21/03/2023 21:27,9,por la comodidad de no salir de casa
21/03/2023 20:55,9,POR LA FACILDAD
21/03/2023 20:47,10,servicio
21/03/2023 20:24,10,POR FACIL DE UTILIZARLA Y ACCESIBLE PARA TODOS
21/03/2023 20:12,10,buen servicio
21/03/2023 19:52,10,SENCILLO PARA SOLUCIONAR EL CAMBIO
21/03/2023 19:50,10,POR SU EXCELENTE SERVICIO
21/03/2023 19:30,10,"Sitio muy amable, efectivo y rápido"
21/03/2023 19:12,10,buena  empresa
21/03/2023 19:02,9,MUY FACIL
21/03/2023 18:35,10,ES FACIL
21/03/2023 18:34,10,Fue rápido y sencillo
21/03/2023 18:31,10,excelenete
21/03/2023 18:26,10,EXCELENTE
21/03/2023 18:22,10,muy buenos
21/03/2023 18:17,9,Eficiencia
21/03/2023 17:55,10,Porque siempre han sido bien los vuelos
21/03/2023 17:25,9,muy bueno !
21/03/2023 17:24,10,FACILIDAD DE USO.
21/03/2023 17:18,9,ESTAN MUY BIEN
21/03/2023 17:13,10,Fue sencillo de usar
21/03/2023 16:58,10,todo muy bien
21/03/2023 16:48,9,SENCILLEZ
21/03/2023 16:40,10,EXCELENTE PAGINA WEB .. MUY COMPLETA
21/03/2023 16:30,10,"CORREOS, AVISOS Y FAACIL CAMBIO DE VUELO."
21/03/2023 16:19,10,es muy facil y rapido
21/03/2023 16:08,10,Facilidad y rapidez
21/03/2023 15:57,10,excelente servicio
21/03/2023 15:40,10,EXELENTE
21/03/2023 15:31,9,BIEN
21/03/2023 15:21,10,flexibilidad
21/03/2023 14:58,10,Todo Excelente!!
21/03/2023 14:12,10,EFICIENCIA
21/03/2023 14:03,10,MUY FACIL EL USO DE LA APP Y  MUY SEGURO
21/03/2023 13:47,9,Amigable y ágil
21/03/2023 08:23,10,EXCELENTES PRECIOS
21/03/2023 08:15,9,es practico el sistema
21/03/2023 05:37,9,siempre que hago una reservacion todo esta bien organizado
21/03/2023 05:24,10,Fácil de utilizar
21/03/2023 05:17,9,fua facil
21/03/2023 04:47,10,FACIL Y RAPIDO
21/03/2023 03:43,9,"TODO BIEN EXCEPTO EL PAGO EN EFECTIVO, NO FUNCIONA"
21/03/2023 03:37,10,Muy agil el proceso
21/03/2023 02:44,10,EXCELENTE SERVICIO
21/03/2023 02:01,10,"La atencion por telefono muy rapida y esta pagina, muy amigable"
21/03/2023 01:53,10,versatilidad
21/03/2023 01:37,10,muy fácil de usar la pagina
21/03/2023 01:37,9,bueno
21/03/2023 01:19,10,todo bien
21/03/2023 00:15,10,BUENA ATENCION
21/03/2023 00:11,10,ES RAPIDO
21/03/2023 00:04,10,Muy bien
20/03/2023 23:48,10,Fácil de usar
20/03/2023 23:41,10,Excelente servicio por telefono y en linea
20/03/2023 23:36,10,THANKS
20/03/2023 23:16,10,POR QUE SE PERMITE REALIZAR LAS OPERACIONES CON FACILIDAD
20/03/2023 22:37,10,POR LA FACILIDAD
20/03/2023 22:20,10,Buena página
20/03/2023 21:52,10,AGIL Y EFICIENTE
20/03/2023 21:31,10,excelente servicio
20/03/2023 21:17,9,He tenido buena atencion
20/03/2023 21:10,9,Hasta ahora todo bien
20/03/2023 19:46,10,PORQUE ES BUEN SERVICIO
20/03/2023 19:41,10,BUENOS PRECIOS Y SERVICIO
20/03/2023 18:58,10,FACILIDAD
20/03/2023 18:52,10,POR LAS FLEXIBILIDAD
20/03/2023 18:47,10,muy acsecibles
20/03/2023 18:24,10,por la funcionalidad que siempre prestan
20/03/2023 17:57,10,simple
20/03/2023 17:54,10,EXCELENTE SERVICIO
20/03/2023 17:32,9,RAPIDO Y SEGURO
20/03/2023 17:30,9,FACIL ACCESO DE COMPRA
20/03/2023 17:28,10,profesionalismo
20/03/2023 17:15,10,POR SER EXCELENTE
20/03/2023 16:45,10,Me permiten realizar cambios en el vuelo
20/03/2023 15:41,10,me gusta la atención
20/03/2023 15:10,10,cambio fue facil
20/03/2023 13:44,9,POR SER EFICIENTES
20/03/2023 13:41,10,Fácil de usar
20/03/2023 08:04,10,BIEN
20/03/2023 06:49,10,"EXCELENTE PROGRAMA SUPER FACIL Y RAPIDO Y COLORES Y TODO, SUPER BIEN EXPLICADO"
20/03/2023 06:00,10,GRACIAS
20/03/2023 04:47,10,XX
20/03/2023 03:08,10,buen servicio
20/03/2023 02:56,10,sistema muy eficiente
20/03/2023 01:33,9,Precio
