Button name,Rating,Text
Desktop New Site,5,EXCELENTE !
Doters,1,Esto es una payasada! Ya hice 2 compras y no me gané ni un pinche punto! Sólo me hicieron perder el tiempo…
Desktop New Site,2,No puedo corregir mi nombre y nadie responde en el número que dan
Desktop New Site,1,","
Desktop New Site,2,No puedo modificar la ruta. Ojalá pudiera hacerlo en un futuro.
Desktop New Site,1,he intentado de mil maneras y me aparece un error 0185a88c-2760-4cc9-8ef8-168338a8c2d5 
Desktop New Site,3,"en la informacion de mi perfil, no encuentro donde poner los datos de Persona de Contacto en caso de Emergencia"
Desktop New Site,3,"en el itinerario guadalajara a bogota despues de ingresar los nombres de los pasajeros no me permite continuar a selccionar asientos , me aparece en partalla un mensaje que dice que algo a salido mal "
Doters,1,Me parecen unos ladrones y validare con que entidad puedo poner la queja correspondiente no me parece que se pierda mi dinero 
Doters,4,...
Doters,2,Me dijeron que al registrarme me darían 2000 puntos.  Me registré y me llegó email diciendo lo mismo y que los puedo usar. Pero al ingresar a mi cuenta tengo 0 puntos. ??
Desktop New Site,2,No me permite pagar con tarjeta de credito
Desktop New Site,1,"Intenté realizar una reservación de Cd Mex a Tijuana, y me registró al revés Tijuana Cd Mex, cuando mi intención era regresar a Tijuana, dado que ya tengo un vuelo de Tijuana a Cd Mx, reservado en fecha anterior. el sistema  lo registro equivocado"
Desktop New Site,1,no me deja iniciar sesión con facebook
Desktop New Site,2,estoy haciendo un cambio y no me permite pagar 
Doters,1,Siempre Me dice que mi correo electrónico está mal y esta correcto 
Desktop New Site,3,no me gusta que me obliguen a pagar el reembolso total .
Doters,4,B servicio
Desktop New Site,1,no puedo pasar a pasajeros
Desktop New Site,2,no me deja realizar compras la pagina
Doters,3,"Me dijeron que iba a tener 25000 puntos de bienvenida,todavía estoy esperando "
Desktop New Site,1,"quiero usar mi tarjeta hsbc vivaaerobus para pagar a meses sin intereses y no da la opcion, se supone es uno de los beneficios de dicha tarjeta"
Doters,1,"Soy usuario frecuente de ETN y no he podido usar mi cuenta por un problema en el acceso. El proceso de resereo de contraseña no lanza el código.. lo he intentado más de 10 veces en diferentes días y diferentes horarios y no hay medio para contactarlos, salvo esta encuesta, y recibir ayuda "
Doters,2,How do I change this website to English? 
Desktop New Site,1,"En el aeropuerto de Mérida en mostrador nos atendió un muchacho de nombre Emanuel Medina quien desde un inicio nos trato grosero y prepotente, lo único que queríamos era ver la posibilidad de viajar juntos ya que nuestros pases salieron separados, y se burlo y fue muy grosero, normalmente el personal es amable en su aerolinea y esta persona definitivamente no le interesa el trato al cliente, incluso se burlo de nosotros al comentarle que reportaríamos."
Desktop New Site,2,0185a6a1-33c1-48c8-b4f4-c703fbdb4011 me arroja este error manifestando que intente mas tarde hacer la compra y llevo dos dias intentando lo mismo
Doters,1,No entiendo como empresas tan importantes confían en este tipo de sistemas. En la integración con ETN nunca funcionan. Entro directamente a la página y funciona muyyyy mal.   Da una percepción de mala calidad
Desktop New Site,1,"No entiendo porque si me interesa hacer un cambio de vuelo me están obligando a comprar el asiento, me parece un retroceso en el servicio"
Doters,4,Un vuelo
Doters,2,"Me quiero registrar pero no me acepta mi correo electrónico, incluso ya estaba registrada en la aplicación de etn. Como t también es el mismo error "
Doters,1,"Se traba mucho y más al querer restablecer usuarios y contraseñas y aparte no está tan didáctica entendíble, no deja restablecer contraseñas. "
Doters,4,Que son las mejores líneas que utilizado 
Doters,1,No se puede registrar. 
Doters,1,No puedo entrar No me da tiempo de poner código para establecer contraseña 
Desktop New Site,1,no me dejar completar 
Doters,2,"Trate de inscribirme en doters, y me salió que surgió un error que tratara nuevamente. nunca conocí el motivo del error a pesar de que lo intenté varias veces. Por esta razón estoy a disgusto...debería de informarse el motivo del error para corregir."
Desktop New Site,2,"Completo datos del pasajero, al darle ""continuar"" me da un error y me dice que vuelva a intentarlo. Ya ha salido varias veces"
Doters,4,Promociones 
Desktop New Site,1,no me respetaron los meses sin intereses hijos de su putamadre 
Doters,1,"Me doy de alta, y al entrar por primera vez, no reconoce mi contraseña, solicito la renovación en OLVIDE MI CONTRASEÑA y al poner que me mande correo se queda pasmado el portal y nada más no hace nada, como tres veces lo hice. "
Desktop New Site,1,hay un cargo (reembolso total) que yo no estoy solicitando son embargo lo esta aplicando
Desktop New Site,1,Es muy difícil hacer la compra
Desktop New Site,3,no puedo comprar
Desktop New Site,2,en la renta de autos marca error inetente varias veces y nunca pude o son erroneas sus ofertas?
Desktop New Site,1,me sale mal la fecha de nacimiento se pone en automatico abril aunque pongo 07
Desktop New Site,3,DEBERIAN MOSTRAR ALGUNAS POLITICAS IMPORTANTES EN LA PAGINA DIRECTAMENTE 
Desktop New Site,1,cargo oculto no seleccionado
Desktop New Site,5,revisar tarifas
Desktop New Site,2,"Es un robo el pago de reembolso total, sino no deshabilita uno el pago que se incluye de manera automatica, se cobra sin ser la voluntad del cliente y es un robo."
Desktop New Site,4,Sería muy bueno para mostrar dónde es el avión antes que llega en el aeropuerto para mi vuelo. Algunas aerolíneas tiene esta información disponible en linea.  
Doters,1,"Sr. Programador su código está mal, no existe un botón de continuar por lo que ingresas el código manual y la app no hace nada ya lleva varios días así ¿Cuando lo resolverán ?"
Desktop New Site,1,No se puede quitar el cargo por seguro de Reembolso Total
Doters,1,No mms y el botón de continuar o seguir el código no se lee en automático 
Doters,1,"no me dieron mis puntos de bienvenida, ni los de mi compra de boletos son una bil estafa "
Doters,1,En mi correo me dijeron que ya tenía puntos y en el perfil no salen reflejados 
Desktop New Site,1,NO PUEDO RESERVAR MI VUELO PARA BOGOTA 
Doters,1,No puedo iniciar sesión 
Desktop New Site,1,me marca un error al querer continuar con la compra
Desktop New Site,1,NO ME PERMITE CONTINUAR CON EL PAGO
Desktop New Site,3,mas caro de lo esperado
Desktop New Site,2,Por favor ayuda no me deja pagar el pasaje 
Desktop New Site,2,dice que se presenta un error y no puedo completar la compra 
Desktop New Site,1,"No veo donde se elige lo del reembolso total, no puedo desactivar esa opcion"
Doters,3,Enmm se puede tener supervisión un adulto de mi familia 
Doters,3,Como puedo hacer puntos con vuelos que ya compre ayer y hoy si me acabo de afiliar 
Desktop New Site,3,comentarios  que no so son necesarios 
Doters,3,"Se entiende que 2 pesos es igual a un doter, pero en ninguna parte de sus Términos y Condicones dice 1 doter a cuánto equivale para saber por qué producto lo puedo canjear. Es totalmente ambiguo, no queda claro como los puedes usar, y es una gran pena que uno deba esperar más de 7 días para que se reflejen los puntos. Debieran invertir en su área de TI o proveedor para que los puntos se reflejen al momento de la transacción. Por cierto, sus operadores de call Center tampoco saben explicar, ojo ahí en las capacitaciones, nadie hasta ahora me ha podido solventar la duda de la equivalencia de un doter, o con cuántos puedo comprar un boleto de etn, etc. "
Doters,4,Todos 
Desktop New Site,2,porque uno tiene que pagar ese impuestode TUA y ademas demasiado caro
Doters,5,Cool
Desktop New Site,2,No me deja pagar. O completar mi compra.
Doters,4,Si 
Doters,1,"No me dejo ingresar a mi cuenta, quise generar otra contraseña por que según estaba mal la que Yeni y nunca pudo enviar la confirmación a mi número ni correos registrados. "
Doters,1,Nunca se puede iniciar sesión...
Doters,1,No puedo abrir la cuenta pongo la clave y ahí se queda pensando y la página dice que es válido por 3segindos es ilógico 
Doters,1,Compré un boleto en etn y al indicarme que entrará a doters siempre me dijo que no reconocía al usuario. Pésimo 
Desktop New Site,1,"ME ESTAN HACIENDO UN CARGO DE ""REEMBOLSO TOTAL"" QUE YO NUNCA PEDI Y QUE NO SE VE POR NINGUN LADO LA OPCION PARA DESACTIVARLO, YA ME REGRESE A TODAS LAS PESTAÑAS ANTERIORES Y TIENEN ESCONDIDO DONDE SE DESACTIVA"
Doters,1,"No sirve su pagina, no se puede loggear, se restablece la contraseña a una nueva y tampoco permite iniciar sesion "
Desktop New Site,1,PORQUE   COBRAN  REEMBOLSO  TOTAL    COMO LO QUITO  NO QUIERO PAGARLO
Doters,1,Me quitaron todos los puntos que había acumulado!!
Doters,5,N
Desktop New Site,2,"Seria genial que incluyeran la seleccion de asientos ANTES, de pedir la informacion de los pasajeros y que el cobro por maletas no sea tan caro  ó al menos es lo que dice la PROFECO, que una maleta de mano tiene que estar incluida. "
Doters,3,Me. Llamaron de una línea y me refirieron que había ganado 55000 puntos doters pero trataron que yo autorizará un cargo de un plan que estaba medio confuso  y revice y yo no tengo ningún punto doter el uso de mi tarjeta el numero de teléfono que me dieron es 5554800986
Doters,5,Muchas Felicidades por esta nueva forma de tener los viajes 
Desktop New Site,2,"La verdad, no era el chat, pero el sistema no me dejaba cambiar de opción de días de salida o regreso, yo lo cambiaba y volvía a aparecer las opciones que estaban al principio. "
Desktop New Site,3,"Los precios cambia. Dice un precio y cambiar con otra cosas, Reembolso total?? Wtf y otra costos no entiendo."
Desktop New Site,2,no me permite realizar el pago
Desktop New Site,3,no se puede avanzar y no presenta una explicación de la razón
Desktop New Site,1,"Por qué me agrega un servicio adicional que yo no estoy solicitando, por qué me lo incluyen si no lo solicito?  y me incrementa el costo del vuelo con ""reembolso total"""
Doters,1,No me an dado ningún punto ni por registrarme ni por comprar boletos es muy mala el sistema 
Doters,3,Hhh
Desktop New Site,5,Excelentes! 
Doters,4,Me registre y me dice qye tengo 2 000 puntos y al ingresar a mi cuentaw dice que no tengo ningún punto. 
Desktop New Site,1,"Me dio un precio y cuando estaba a punto de completar el pago solo salió que una disculpa que el precio ya no estaba disponible, que volviera a seleccionar y aumento 150 dólares más por boleto eso no está bien, pésimo servicio, un completo abuso"
Doters,1,No me va pueden enviar mi contraseña 
Desktop New Site,5,ponganle mas verde
Desktop New Site,1,"Pongan el precio total, no engañen o confundan a los pasajeros con costos no considerados desde un inicio"
Desktop New Site,1,"PUES TUVE QUE IR DE EMERGENCIA A CULIACAN POR QYE MI PAPA MURIO Y NADIE ME RESUELVE PARA PODER CAMBIAR MI BOLETO , NO SE PUEDE HABLAR CON NADIE  "
Doters,2,He realizado 3 compras y no he obtenido puntos.
Desktop New Site,1,me mandaron un correo que ya podía realizar el check in de mis boletos y cuado ingreso a la página me dice que hasta dentro de 5 días...
Doters,1,No puedo restablecer mi contraseña ya introduje el código y nada 
Desktop New Site,3,buenas tardes quisiera saber el costo redondo  de 1 adulto 4 niños 
Desktop New Site,1,"No entiendo porque cargan esto en autoatico, no me interesa comprar ese ""seguro"" o lo que sea"
Desktop New Site,1,no me permite elegir la clase ni puedo hacer la compra
Doters,1,"Al poner el código de verificación no me deja pasar del último número,  todos se ponen en negro menos el último y no me.permite seguir con la verificación "
Desktop New Site,1,Check-in no functiona
Desktop New Site,1,no permite quitar la preseleccion de vivaplay
Doters,1,En mi correo le da que ya soy ganador de puntos y en mi perfil cero 
Desktop New Site,1,Por que me cobran el asiento si ya estoy pagando el boleto? No entiendo
Doters,2,No envía el código para recuperar la contraseña 
Desktop New Site,1,PORQUE ME COBRAN MI ASIENTO??????? ni modo que vaya parada eso es parte del viaje!!!! entiendo perfecto lo de la maleta pero el asiento? 
Doters,1,No sirve
Desktop New Site,4,MUCHAS MANIOBRAS PARA RESERVAR
Doters,1,No funciona 
Desktop New Site,3,porque si estamos en México los precios apareen el dlls?
Desktop New Site,1,Unsubscribe me 
Doters,2,No me envia correo para recuperar contraseña
Desktop New Site,1,ESTA BIEN PINCHE CARO NO MAMEN
Doters,5,La experiencia de un buen viaje   
Feedback_Nuevo Sitio_VF,1,No se puede pagar y servicio al cliente ni sirve de nada 
Doters,4,Excelente servicio 
Doters,1,"El sistema es muy malo, muy lento, con trabas, y los inicios de sesión siempre son un dolor de cabeza."
Doters,1,"No se puede re establecer la contraseña, en caso de olvido "
Desktop New Site,1,Porque no puedo usar los doters para que el boleto me salga mas barato hace 5 dias con doters el boleto costaba$ 203 dolares 
Doters,5,Ofertas 
Doters,5,Muy buen servicio :)
Doters,1,Me enviaron el código de contraseña pero no lo acepta   
Doters,3,que salgan a la hora preesceita
Doters,4,Es bonito piensen en uno
Doters,1,Que viajo constantemente en ETN pero el programa de  recompensa no ayuda en nada es descuento en paquetería que nunca uso y en peso de equipaje que nunca llevo 
Desktop New Site,2,no me deja escoger la tarifa y no puedo continuar con la compra !!!!
Desktop New Site,1,Porque es esto sin opción a modificar? es costo obligatorio? 
Desktop New Site,3,para concluir mi pago me indica que pruebe de nuevo y no pasa mi pago
Desktop New Site,1,"No se puede ingresar nuevos destinos en la pagina. Me gustaría cambiar el vuelo que tengo(Chihuahua - CDMX) a La Paz/San Jose de Cabo- CDMX, si fuera posible. "
Desktop New Site,1,Su sistema no me permite introducir el RFC ni el pais Mexico. Que pasa?
Desktop New Site,5,La pagina contiene buenos precios.
Desktop New Site,2,"no permite poner bien la fecha, se queda pegado en el año 2005"
Doters,1,"Pongo el código para cambiar mi contraseña y no hay botón para seguir adelante, está app es una basura."
Desktop New Site,1,no me permite seleccionar tarifa zero y por lo tanto no pedo continuar mi compra.
Doters,1,ya estoy inscrita y tengo sesion y he comprado varios vuelos y no se genera ningun punto! 
Desktop New Site,2,"Al redactar el correo me falto una letra al percatarme de esa situacion no se puede  hacer correccion alguna de la situación.  Tambien no abrevien las fechas del vuelo, causan confusión en mi caso estaba confiado de mi vuelo y  percate  de la situacion a tiempo para hacer cambio de vuelo"
Desktop New Site,1,"es muy díficil para usar los doters, la página no es sencilla y no he podido hasta el momento comprar el vuelo con los doters"
Doters,1,"Tarda mucho, ahorita me quede en cambiar la contraseña y no pasa de ahí "
Doters,2,No me deja restablecer mi contraseña 
Doters,3,Noe deja cambiar la contraseña 
Doters,1,No fue posible obtener puntos al comprar mis viajes con su socio comercial ETN
Desktop New Site,1,No quiero el seguro de reembolso total
Doters,3,Que no falle
Doters,2,Esta muy la pagina no deja registrarse. Y hay varios errores
Desktop New Site,1,a mi esposa le digeron que el vuelo le faltaba pagar el sua y no fue asi diice que la persona le digo que tenia   mucha gente que no la podia atemnder
Doters,1,No logro restablecer mi contraseña... No da opción para hacerlo. Escribo los dígitos que envía a mi correo y NO HACE NADA!!!!
Doters,1,"Me registre en la página de doters y compré un viaje y no me generaron puntos la verdad que molesto eso, x la página no puedo entrar a mi cuenta doters tarda mucho en cargar "
Desktop New Site,2,vuelos mas economicos y directos
Doters,3,COMO HAGO PARA ACUMULAR MIS VUAJES SINO TUVE ACCESO A MI CODIGO DE SEGURIDAD
Desktop New Site,4,Hola. Como puedo cambiar mi mail y usuario? Cambié mi mail pero en el usuario sigue el mail anterior. El correcto nuevo es miadrian5@hotmail.com
Doters,5,Felicidades
Desktop New Site,1,que pueda uno seleccionar mas de un pasajero
Desktop New Site,2,"Porque no tienen vuelos directos Guadalajara a Nuevo Laredo, ya que es muy problematico conectarse de Nuevo Laredo a Piedras Negras"
Desktop New Site,1,"Al finalizar solo dice ""lo sentimos"""
Desktop New Site,4,N/A
Desktop New Site,1,"Estaba intentando hacer un cambio de pasaje, y lo iba a pagar pero el pago fue rechazado varias veces. Al llamar a servicio al cliente me dicen que es porque está en pesos COL y solo reciben pagos en MXN o USD. En tal caso sólo deberían poner esas 2 opciones en la página web. La chica desahace el cambio y me dice que vuelva a intentar en la página, ahora la página dice que ya no puedo hacer cambio porque he excedido el número de cambios permitidos. Llamo nuevamente y me indican que es un problema de la página web, que a ellos en el sistema les aparece que si puedo hacer cambios. La única opción entonces para hacer el cambio es por vía telefónica, pagando una tarifa muchísimo más alta y poniendo en riesgo mis datos personales.  Pésimo servicio. "
Doters,1,Nunca funciona
Desktop New Site,4,Su sistema es muy fácil de utilizar 
Doters,1,"No me deja registrarme porque dice qué ya tengo una cuenta activa, supongo que está vinculado con mi cuenta de ETN pero no me acepta la contraseña y tampoco me deja recuperar, ya sea por mail o SMS la pagina se queda pasmada. "
Desktop New Site,2,No logro agregar el numero de pasaporte al vuelo
Desktop New Site,2,"Buenas tardes,  El problema en la pagina para comprar vuelos de Monterrey a Oaxaca en el calendario dice $123 MN y cuando le das continuar sube a $621  u otra cantidad más el TUA, creo deberían de revisar ese error.  Saludos!"
Desktop New Site,1,"Aparecía 22 pesos la selección de asiento y luego subió a 180. De verdad me parece irrazonable muy muy mal, siempre intentando exprimir lo más que puedan al consumidor. "
Desktop New Site,2,"hola, no me deja hacer la reservacion, previo no me dejo pagar con mi tarjeta de credito VISA"
Doters,5,Son los mejores 
Desktop New Site,1,No puedo quitar ese reembolso
Desktop New Site,4,SI
Desktop New Site,1,"no da opcion para comprar los vuelos, si no funciona estaria padre que nops digan porque uno agarra buenos precios pero no te deja pagar"
Desktop New Site,3,NO ENTIENDO LA INFORMACION ACERCA DE MI EQUIPAJE DE REGRESO.
Doters,3,No puedo restablecer la contraseña de mi cuenta 
Desktop New Site,3,"como descargar  el boleto, a un no logro descargar el boleto del vuelo"
Doters,1,"No puedo acceder a mi cuenta, y tampoco me deja hacer cambio de contraseña "
Doters,4,Buenos programas 
Desktop New Site,2,"me mandaron notificacion de que mi vuelo fue cambiado y no me mandaron ninguna informacion del cambio, como a que hora sale mi vuelo, estoy marcando a los numeros que tienen en su pagina y no me contestan"
Desktop New Site,4,puntualidades
Desktop New Site,1,no me mostro nada ni me permitio hacer mi compra
Desktop New Site,1,El monto a pagar del carrito no coincide con el monto que se despliega al seleccionar el pago con tarjeta. Por lo tanto NO PERMITE REALIZAR EL PAGO
Desktop New Site,5,exelente servicio
Doters,5,Excelente 
Desktop New Site,2,QUE DIERAN EL TOTAL DEL PRECIO POR BOLETO COTIZADO
Desktop New Site,4,LA PAGINA ES MUY SENCILLA DE SEGUIR NO TIENE COMPLICACIONES PARA PERSONAS QUE NO NAVEGAMOS MUCHO EN INTERNET
Doters,1,"No puedo reestablecer mi contraseña, aun cuando llegan a mi correo los codigos para restablecerla."
Desktop New Site,3,ESPECIFIQUEN BIEN COMO REALIZAR LA RESERVACION
Desktop New Site,1,"no me deja ingresar a mi VIVAAMIGO, siendo un veneficio de la empresa hacia los trabajadores, PESIMO DESDE QUE SE QUITO LA PAGINA VIVAAMIGOS!!!!!!"
Desktop New Site,1,"El dia de ayer queria hacer un cambio en mi reservación ya que me salia que me costaba $0 USD y compre el combo extra. Me salio error en la pagina en repetidas ocaciones y no me dejo hacer el cambio, me puse en contacto con el equipo de soporte de viva aerobus y nadie me contesto ocasionando que no pudiera hacer el cambio. El dia de hoy ingrese nuevamente para hacer el cambio y me sale que esta en $98 USD por persona lo cual me parece una pesima organizacion por parte de ustedes ya que ahora me quieren cobrar 98 usd mas cuando el error fue de su personal."
Doters,4,Ser más claros en las promociones
Doters,4,Felicidades 
Doters,3,Realice una compra y no me genero puntos
Desktop New Site,2,No se porque no me deja hacer el cambio y la pagina dice que si y no marca limitaciones
Doters,1,entre ayer y hoy compré 13 boletos de avion y no me aparece ninguna actividad...porque?
Desktop New Site,1,que deberian PONER en la informacion de vuelo QUE SEGURO CONTRATE A LA HORA DE RESERVAR Y CONTESTEN TENGO 55 MIN Y DICE QUE MI TIEMO DE ESPERA SON 15 SEGUNDOS 
Desktop New Site,2,CHECK IN NO DISPONIBLE   APARECE 
Desktop New Site,3,NO ME DEJA HACER CHECK IN 
Desktop New Site,1,"Porque no incluyen los cargos no opcionales al precio inicial? Claro que es un vuelo internacional, como eso puede ser un extra?"
Doters,2,Tener la posibilidad de poder dar de alta acumulaciones retroactivas recientes. No hay posibilidad de ver la actividad tampoco. 
Desktop New Site,3,a
Doters,2,No me permite reseteo de contraseña se queda colgado al dar el click de enviar correo o SMS.
Desktop New Site,1,"su aplicación es un asco, ya no carga tan rápido, parece tortuga y ademas no da opción de elegir el origen"
Desktop New Site,1,DEBERIAN HACER QUE SU PAGINA TENGO UN MEJOR SOPORTE TENGO TODO EL DIA INTENTANDO GENERAR LA COMPRA DE MIS VUELOS Y NO ME LO PERMITE 
Doters,2,LA PAGINA TIENE PROBLEMAS CON CONSTA LINE TE SACA Y NO TE DEJA LA CUENTA ACTIVA DE DOTERS.
Desktop New Site,2,NO ME DEJA TERMINAR LA RESERVACION
Desktop New Site,1,!!!
Doters,1,7 viajes redondos y ningún punto se me a acumulado!! Simplemente no sirve!!
Doters,5,Que tienen libros muy interesantes 
Desktop New Site,1,"HACEN PERDER EL TIEMPO, AL MENCIONAR TARIFAS DE PROMOCION EN LOS CORREOS QUE NADA QUE VER CUANDO QUIERE UNO RESERVAR. YA QUE LOS COSTOS QUE MENCIONAN SEGUN ""PROMOCION"" SON BAJOS Y A LA MERA HORA SA LE UN TOTAL QUE ANDA POR LAS NUBES, COMO USTEDES."
Desktop New Site,4,disponibilidad de agregar mas de 3 destinos en una sola compra 
Desktop New Site,1,EL REENBOLSO TOTAL NO HAY PORQUE PAGARLO Y NO DAN YA LA OPCIÓN DE QUITARLO
Desktop New Site,1,por que en adicionales esta un cobro de 486.16 que cobra por rembolso total? eso no lo elegi yo en mis reservaciones
Desktop New Site,1,"Es imposible procesar un pago con ustedes, las tarjetas nunca pero nunca pasan y encontrar soporte de Viva Aerobus es imposible. Deben mejorar significativamente sus reglas en la lógica de pagos y rechazos. "
Desktop New Site,2,"Australia tiene mas de 4 estados.  Yo vivo en Victoria y no me da esa posibilidad, mi domicilio es en Victoria al igual que el de mi tarjeta de credito."
Doters,1,Compre 4 vuelos y decía q empece a acumular puntos y no los agregaron
Doters,5,Muy buen programa de recompensas
Doters,2,"Según esto te dan 2000 puntos para iniciar y no se reflejan en mi cuenta, eso me da desconfianza "
Desktop New Site,1,No puedo continuar con el proceso de compra  
Doters,1,No me salen mis puntos en el perfil web y no salen al momento de querer usarlos con aliado autovías 
Doters,1,Uyjjqueu ya u la gr oh eiyirheirhjehieyiefw ir uy egu higiénicos hgj fe kg egoehjehrjrhfjfhjfhjdjrjrjjfgjfjfhfjfjjjffhjjfjghfhfhhfhfhhfhfjgfjfhjrgeieg oh oh fg uy eh uhhhh dh ki eg kg h te idheieh HH dhkhdjdhkkjjdhfjhfkfhfkdgogdkehdyfifgidjdhjhdjkgw igual hhfjhfjfhfhdjdjejjehehdjdgeifh oh ehihejrgiegjehir gg eujhfjrhjrhrhrrhyryrurhrurjrhrgrugrurhrjeheiyuegrifhifhfihf oh rggifhfihfkhfkfhifh JJ fhjfjfkfnfjhgfiehjhkhfkfihfi????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ffsrhdftfgfjgfbdvcvchh buscar Bely y Beto busca Bely y Beto
Doters,1,"No me deja actualizar mi contraseña, a pesar de que me envían el código varias veces no hay un botón que me deja avanzar cuando ingreso el código que me envía y no avanza, ya lo intenté varias veces y es imposible."
Desktop New Site,3,No me dicen como puedo poner mis compras a meses
Desktop New Site,2,porque tienes que hacer upgrade a algo mas caro para poder continuar con la reservacion
Doters,1,No salen mis puntos dooters y me llegó un correo que tengo 1550
Desktop New Site,1,"Me gustaría conocer fechas de vuelos en noviembre, cuándo será posible visualizarlas?"
Doters,5,Que  es un buen servicio 
Doters,1,"Estoy muuuy molesta pues de 6,442 doters, sólo me descontaron $167 en la compra de mis boletos de autobús en ETN. "
Desktop New Site,4,¿Cómo puedo agregar puntos al programa Doters de un vuelo que compré hace unos días? Agradecería respuesta. Gracias.
Doters,1,"No sirve de nada pedir cambiar la contraseña si pongo el código de seguridad y no hay cómo avanzar, ni avanza automáticamente. Se queda atorado en el input de los números Además, hay que escribir cada número independientemente y es un dolor de cabeza picarle a cada textbox (que no es ni siquiera exclusiva de números) y tener que poner el número, en lugar de escribir desde el inicio los 6 dígitos y ya."
Doters,1,"No se tiene informacion de como cambiar los puntos doters en ningun lado de la pagina , en la app solo avisa  por el momento no se puede accear a este servicio,no hay telefono de servicioa clientes "
Desktop New Site,4,felicitaciones
Desktop New Site,4,DEBERIA TENER PROMOCIONES CON TARJETAS A MESES SIN INTERESES :)
Desktop New Site,2,Que no encuentro un lugar para poder denunciar el mal trato y discriminación que sufrió mi esposo al regreso a la CDMX desde Zihuatanejo ( vuelo VB1305)
Desktop New Site,4,Opcion de nadamas pagar un maleta de 55lbs
Doters,1,Que no puedo recuperar mi cuenta. Se queda cargando la página un siglo 
Desktop New Site,2,"no encontre como indicar que llevo acrriola, ya que ne mi vuelo pasado me cobraron el costo de trasporte de carriola pero en su pagina no esta la opcion de paquete bebe"
Desktop New Site,2,no es claro la opcion para llevar carriola y en el aereopuerto me indicaron que si y me cobraron
Desktop New Site,1,"No me llegó clave de reservación, y me hicieron doble cargo a mi tarjeta de crédito. Vuelo. Veracruz - Cancún, el 6 de enero de 2023 a las 9:00 am Cancún - Veracruz, el 11 de enero de 2023 a las 7:50 pm Pasajeros: NORA Judith Vilaboa Segura y Héctor Horacio MENDEZ Leal"
Desktop New Site,2,Kindly process refund to original form of payment. PNR - SY9TGM
Desktop New Site,2,todavia  estoy viendo opciones de vuelos para varias personas y ya expiro la pagina . Es   imposible comprar asi 
Doters,4,Nada 
Desktop New Site,2,No puedo cambiar el vuelo y el tiempo de espera en el telefono es muy largo
Doters,2,No puedo accesar. Me llega el código pero no puedo entrar
Doters,2,No envia clave a mi correo 
Desktop New Site,2,necesito que me manden mi factura del vuelo SIK3XE CON FECHA DEL MIERCOLES 21 DE DICIEMBRE 2022 A MI CORREO: PARA ENVIARLA A LA EMPRESA DONDE TRABAJO LA PAGUINA NO LA DEJA DESCARGAR  HOJA FUERAN TAN AMABLES EN APOYARME
Desktop New Site,4,"Buena tarde, no permite realizar el pago, ni pormedio de la app, ni tampoco directo en la pagina, tengo la TDC HSBC Viva y ni con esa tarejeta, ni con Scotiabank, ni con AMEX."
Doters,1,Hace días que intento recuperar mi contraseña pero nunca me llega el correo para lograrlo. 
Doters,1,"Intenté comprar boletos ETN online y no se pudo porque dicen tener una restricción para boletos con descuento.  Acudí a taquilla y la chica del mostrador NO ME quizo hacer válido pertenecer al programa doters. Es una pena que ofrezcan o prometan cosas y no se cumplan. La del mostrador me dijo ""mejor uselo en otra ocasión"", pero en el email que me enviaron dice claramente ""para usarser en los próximos siete días"". "
Doters,1,Ninguna de las opciones para poder restablecer mi contraseña funciona y ahora no puedo restablecerla 
Desktop New Site,3,Solo quiero documentar las maletas de 2 pasajeros y volamos 3 por no da esa opcion de seleccionar los pasajeros que viajan con maletas a documentar
Desktop New Site,1,
Desktop New Site,1,"los apellidos con ""ñ"" no los tienen contemplados dentro de la aplicacion y al momento de la compra pide actulizar la informacion del perfil sin emabrgo no en aquellos que aparece una ""ñ"" en su nomre/apellido la aplicacion lo cambia por un signo especial, en mi caso por dos "" ã "" + un apostrofe, al querer cambiarlo a Ñ no me deja, y no hay manera de avanzar o algun chat de ayuda o lugar donde diga que hacer en el caso de este tipo de letras de nuestro alfabeto y no nos permite finalizar la compra."
Desktop New Site,4,CASI NO SACAN PROMOSIONES DE CANCUN A GUADALAJARA
Doters,1,no puedo completar mi restablecimiento de contraseña. el código enviando no avanzan aún que pongo Enter. estoy en la app desde mi celular. 
Desktop New Site,1,Kindly process refund to original form of payment. PNR - DFUQXX 
Desktop New Site,1,No desplegar la fecha para elegir y se pasma
Desktop New Site,1,"ACEPTA FECHA, PERO NO PUEDESS ELEGIR FECHA DE RETORNO , NO AVANZA SALUDOS Y NO ES LA PRIMERA VEZ,, ESTO OCURRE, TODO EL TIEMPO DESDE QUE LANZARON LA DICHOSA BETA. BUENO PERDI MUCHO TIEMPO.  "
Desktop New Site,1,que lastima que agreguen cosas por agregar no es justo !
Desktop New Site,1,Al momento de realizar la compra me esta cobrando adicionales ( reembolso total) a que se debe su no seleccione nada adicional
Desktop New Site,5,CUCKU
Doters,1,The link to reset my pass word does not come through 
Desktop New Site,1,No reconoce ningún método de pago
Doters,1,No me permite recuperar la contraseña 
Desktop New Site,2,n o es amigable la pagina no me da la informacion requerida 
Doters,1,No me deja avanzar después de poner el código para recuperar mi contraseña
Doters,4,Buen servicio
Doters,5,Me gusta vivaaerobus
Doters,4,Sus ideas
